,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19,cell_20,cell_21,cell_22,cell_23,cell_24,cell_25,cell_26,cell_27,cell_28,cell_29,cell_30,cell_31,cell_32,cell_33,cell_34,cell_35,cell_36,cell_37,cell_38,cell_39,cell_40,cell_41,cell_42,cell_43,cell_44,cell_45,cell_46,cell_47,cell_48,cell_49,cell_50,cell_51,cell_52,cell_53,cell_54,cell_55,cell_56,cell_57,cell_58,cell_59,cell_60,cell_61,cell_62,cell_63,cell_64,cell_65,cell_66,cell_67,cell_68,cell_69,cell_70,cell_71,cell_72,cell_73,cell_74,cell_75,cell_76,cell_77,cell_78,cell_79,cell_80,cell_81,cell_82,cell_83,cell_84,cell_85,cell_86,cell_87,cell_88,cell_89,cell_90,cell_91,cell_92,cell_93,cell_94,cell_95,cell_96,cell_97,cell_98,cell_99,cell_100,cell_101,cell_102,cell_103,cell_104,cell_105,cell_106,cell_107,cell_108,cell_109,cell_110,cell_111,cell_112,cell_113,cell_114,cell_115,cell_116,cell_117,cell_118,cell_119,cell_120,cell_121,cell_122,cell_123,cell_124,cell_125,cell_126,cell_127,cell_128,cell_129,cell_130,cell_131,cell_132,cell_133,cell_134,cell_135,cell_136,cell_137,cell_138,cell_139,cell_140,cell_141,cell_142,cell_143,cell_144,cell_145,cell_146,cell_147,cell_148,cell_149,cell_150,cell_151,cell_152,cell_153,cell_154,cell_155,cell_156,cell_157,cell_158,cell_159,cell_160,cell_161,cell_162,cell_163,cell_164,cell_165,cell_166,cell_167,cell_168,cell_169,cell_170,cell_171,cell_172,cell_173,cell_174,cell_175,cell_176,cell_177,cell_178,cell_179,cell_180,cell_181,cell_182,cell_183,cell_184,cell_185,cell_186,cell_187,cell_188,cell_189,cell_190,cell_191,cell_192,cell_193,cell_194,cell_195,cell_196,cell_197,cell_198,cell_199,cell_200,cell_201,cell_202,cell_203,cell_204,cell_205,cell_206,cell_207,cell_208,cell_209,cell_210,cell_211,cell_212,cell_213,cell_214,cell_215,cell_216,cell_217,cell_218,cell_219,cell_220,cell_221,cell_222,cell_223,cell_224,cell_225,cell_226,cell_227,cell_228,cell_229,cell_230,cell_231,cell_232,cell_233,cell_234,cell_235,cell_236,cell_237,cell_238
PRPF8,0.5042892,1.215247,0.5318396,1.099777,0.29842502,0.7310306,0.58539665,1.3475802,1.4925838,0.0,1.849747,1.6149415,0.7758519,1.5139319,1.1094182,1.4761769,1.0921956,1.4520946,0.62984955,1.3408499,0.0,1.8769475,0.0,0.0,1.8940983,1.3292235,0.36076748,0.0,0.0,0.0,1.9077859,1.3284492,0.0,1.1694114,1.5595781,1.1539314,0.0,1.063885,0.84454095,1.3130068,1.2806541,1.00953,1.6731758,0.75422764,0.8695482,0.0,1.3838491,0.0,1.2469488,1.1241907,1.5247736,0.0,0.46147063,0.0,0.0,0.0,1.2026087,0.94933957,0.0,0.67605656,0.734781,0.0,0.6260787,0.979917,1.6894218,0.0,0.0,0.7693369,0.5246701,0.5882964,0.0,1.3866963,0.0,1.6358805,0.0,0.0,0.46747318,0.0,0.0,0.0,2.600888,0.0,1.0712401,0.47699618,0.57089937,1.682113,1.1949141,1.2751875,0.0,0.76399463,0.98535603,0.0,1.5157007,1.2510523,1.217745,1.3342726,0.0,1.1424512,0.0,0.62740874,1.191794,1.0583837,1.423149,0.0,0.0,0.0,0.0,1.0342436,0.0,1.0481724,1.021918,1.321849,0.82026565,1.0620444,0.8707777,1.0195775,0.8577258,1.3459836,1.3837337,0.0,0.6743779,0.0,1.8732038,0.0,2.0706723,0.54621726,0.0,0.0,1.0725853,1.5056664,1.6293532,0.0,0.9000097,0.0,1.2206361,0.7149656,1.3537471,0.8168495,1.8934559,0.7388074,0.31190464,1.9838014,1.7872736,1.7108287,0.0,0.7951221,0.9849298,0.0,0.8509974,0.7988757,1.5686404,0.92934805,0.6208904,0.0,1.9171442,0.0,0.635685,1.3821659,0.31754014,0.43847042,0.5413577,1.069812,1.9713333,0.0,1.0557318,0.50052774,1.3601258,0.0,2.073674,1.3862944,2.0326362,0.74056566,0.0,0.74729717,0.0,0.9865503,1.5718,0.0,0.72037214,1.2611387,0.5155135,0.59854954,0.9168538,0.0,0.89408857,0.0,0.0,0.0,0.8310287,1.2962035,0.0,0.62354374,0.0,1.275801,0.7319183,0.80993533,0.0,0.8163992,0.0,0.0,0.53224576,1.2117523,1.3869594,1.0845321,1.7897527,1.506905,0.8048582,1.9476789,1.0085939,0.7578347,0.8773365,0.0,1.207212,0.54048026,0.0,1.6794014,1.2878953,1.6330324,0.6478233,0.86439335,0.0,0.8103638,0.0,1.2658789,0.0,1.3021516,1.2879738,1.8207585,0.8261456,0.6730374,0.0,0.7627845,0.0,0.70372087,1.7194561,1.1241184,1.0065612,1.0803468,1.0250492
RPS3,3.8892455,3.3828135,3.5863767,3.2725158,3.2727811,3.5687168,3.72764,3.7778409,3.897519,3.3276346,3.7811322,3.6804667,3.4494634,0.0,3.059924,3.4641204,1.9376525,3.518107,3.5362663,3.0986128,2.6448374,2.632721,3.3881967,3.3425505,3.571928,3.3597183,3.7021196,3.3802147,3.050786,3.0768502,2.9022157,3.2783403,2.6592326,3.0951667,2.9194882,3.5555363,3.5074134,3.0852838,3.6758037,3.9102616,3.2954638,3.5305254,3.740668,3.1578248,3.533978,3.5939724,2.7695312,3.2517674,3.426102,3.4546258,3.2641828,2.242003,3.3312986,3.4915242,3.3781445,3.2378669,3.0531914,3.6840694,3.9968736,3.1025398,2.7844157,3.0805187,3.8890498,3.3773143,3.3141165,3.423299,2.4956555,3.5765512,3.2517862,3.447918,3.3725777,4.06097,3.3969998,3.4787207,3.560399,3.356528,3.2360952,3.154451,3.164963,3.3700976,3.3697178,3.421697,3.3274057,3.7218547,3.656435,3.305473,3.770004,3.4369724,3.0731966,3.716962,3.3568842,2.8379982,3.7959268,3.755949,3.9195116,3.366341,3.1270847,3.3950105,2.9098008,3.5564134,3.1091135,3.7016945,3.561098,3.1093123,4.04529,3.4309263,2.7389045,3.5807323,3.6532817,3.6629171,3.132667,3.499153,2.9336145,2.6564722,3.5560567,3.1795654,3.3377552,2.7219412,3.430682,3.5144033,3.5740635,3.3467665,3.265169,3.211973,1.8241645,3.3018014,2.3441713,3.3514013,2.75636,3.4832199,3.242727,2.5090206,3.6990755,2.6428983,3.6994276,3.779834,3.263053,3.3152952,3.4956872,3.800812,3.597432,3.190056,3.8762896,3.8600736,3.7600553,3.520378,3.4755514,3.484041,3.8705623,3.284058,3.5610762,3.632007,3.4916961,3.5557146,3.5782003,3.091489,3.144492,3.2135882,3.74033,3.7698998,3.263537,3.1224277,3.3607605,3.0101707,3.6002524,3.9321895,3.6547248,3.7922373,3.001887,3.637586,3.3548894,3.439483,3.5034187,3.8487241,4.1128626,3.5924041,4.168036,3.2528765,2.8230424,3.2367644,3.2564194,3.5900958,3.4348953,3.8878248,3.490195,3.3831346,3.160495,2.884973,3.5083156,3.5886157,3.577885,3.2619467,3.567583,3.3809013,3.6149282,3.1283314,3.3773718,3.5930703,3.0804226,3.3300407,3.5476642,3.4366262,3.5562093,3.8151286,3.7704077,2.7114425,3.3822432,2.8351552,3.602933,2.7560441,3.1557994,3.1116052,3.3514376,3.5669348,3.7856276,3.3022633,4.1792393,3.1636405,3.7594144,3.1735756,2.284896,2.95003,3.6167438,4.169069,3.2864532,3.6026678,3.461001,3.7474391,3.6771836,3.3946917,3.2213407,3.6274197,3.1243885,3.57579,3.4268553,3.6479285,3.4554467,3.702846,3.150186
DHRS4-AS1,1.2873666,1.215247,1.1333942,0.8482963,0.29842502,1.4425945,1.0950252,0.0,1.4925838,0.98563796,1.3804734,1.228633,0.7758519,2.4539056,2.2116065,0.75395733,1.6017329,0.9692727,0.62984955,0.0,2.2742648,0.0,1.4589505,1.9088778,0.8803062,1.8804138,1.2827598,1.482797,0.9355487,1.6366631,0.0,1.3284492,1.1675849,1.4656011,0.0,1.3594826,0.8658814,1.063885,0.6337189,0.85809666,0.8326902,1.5015455,1.1520054,1.1792511,0.8695482,1.5737448,0.0,1.0683106,0.0,0.7123921,1.2226186,1.4735874,1.0149466,2.144772,0.0,1.6252887,0.5745118,0.583333,1.3381503,0.67605656,0.0,1.1962663,1.4998573,0.44131157,1.3244768,0.0,2.1305847,1.198961,2.066738,0.95621717,1.2078049,0.0,0.0,1.2471431,1.1873806,1.4052635,1.0252775,0.7798116,0.0,0.0,0.0,1.828942,0.67268854,0.47699618,0.9320524,0.0,0.65300703,0.620464,2.6217015,0.76399463,2.0431745,1.3029824,0.63559884,1.2510523,0.0,1.1307324,0.0,1.1424512,1.6418575,0.62740874,0.0,2.0263023,0.0,1.1444021,1.6921486,0.5477725,1.5298549,0.6452632,0.0,1.0481724,1.5166728,0.0,1.2647498,1.0620444,2.0723968,1.6919498,0.51813656,0.0,0.5581534,0.0,0.6743779,1.6365601,0.945474,0.71098757,1.0052309,0.54621726,0.0,1.7210598,1.0725853,1.2054031,0.0,0.0,0.0,0.0,0.0,1.127599,0.5411473,0.0,0.0,0.0,1.0403198,1.7008871,1.2489191,0.7577105,0.0,1.232392,0.444178,0.0,0.0,1.0418868,0.6678444,1.9645118,1.0010611,1.2854713,0.0,0.0,0.0,1.3821659,1.3837799,0.0,1.5242485,1.069812,0.0,0.90983486,0.0,0.8325539,1.154524,1.1361982,0.0,0.6931472,0.0,0.0,0.6141731,0.31512356,0.0,0.9865503,0.82055897,0.0,3.2296002,1.9318146,0.0,0.9703832,1.1793046,0.80009806,0.89408857,1.3471112,0.0,0.0,1.8217577,0.50913304,1.461882,1.0046879,0.0,1.818586,0.4314788,0.48481914,0.0,0.48929724,0.7982383,0.9872029,0.87775946,0.0,0.0,0.0,0.0,0.0,1.2449493,0.0,1.0085939,1.1839646,0.5319471,0.0,1.014546,1.522606,0.0,1.2857575,0.8383614,0.0,0.0,0.65008855,0.9045328,0.0,0.0,1.2658789,1.3935571,1.3021516,0.0,1.0026569,0.8261456,0.0,1.2255883,2.0624774,0.0,0.0,0.0,1.7660153,0.45661762,1.2793404,0.0
PRIM2,0.0,0.0,0.0,0.5115246,0.29842502,0.0,0.33493647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88010186,0.0,0.0,0.0,0.0,0.0,0.0,0.62532854,0.0,0.0,0.0,0.0,0.0,2.8033328,1.879502,0.8119392,0.0,0.0,0.0,0.36624122,0.518397,0.0,0.0,0.0,0.75422764,0.0,0.0,0.0,0.0,0.0,0.7123921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94933957,0.0,0.0,0.734781,0.0,0.0,0.44131157,0.0,0.0,0.0,0.7693369,0.0,1.4359583,0.0,0.0,0.0,0.6025632,0.0,1.4052635,1.0252775,0.7798116,0.6654305,0.0,0.0,0.0,0.0,0.0,0.0,0.73918426,0.3788848,0.0,1.5945032,0.0,0.0,0.0,1.2986803,0.27136382,0.46680447,0.0,0.0,0.72620517,0.5271668,0.0,0.0,0.0,1.0296539,0.0,0.0,0.5477725,0.7911064,0.6452632,0.0,0.38056314,0.0,1.0415361,0.0,0.0,0.0,1.5138179,0.0,1.8997056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54621726,0.0,0.0,0.4952909,0.0,0.0,0.0,0.9000097,0.9676432,0.4683371,0.0,0.5411473,1.8006253,0.0,0.0,1.36818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47717786,0.6678444,0.0,0.0,0.0,0.0,0.7180795,1.0212381,0.0,0.0,0.74225545,0.0,0.0,0.0,0.0,0.6611604,0.8325539,0.0,0.0,0.0,1.3862944,0.0,0.0,0.6141731,0.0,1.5597413,0.0,0.82055897,0.0,0.0,0.98816186,0.0,1.2408158,0.560018,0.0,0.89408857,0.0,0.0,0.0,0.8310287,0.0,0.977211,0.0,2.1256142,0.82889426,1.1499801,0.48481914,0.88156843,0.0,0.0,0.0,0.0,0.0,0.40576074,0.5024013,0.0,0.0,1.2449493,0.0,0.0,0.0,0.0,1.0253563,0.77568245,0.0,0.0,0.0,0.0,0.0,0.6478233,0.0,0.0,0.0,0.0,0.0,0.9221051,0.0,0.0,0.0,0.0,0.0,1.7599831,0.0,0.8582903,0.0,0.0,0.52620727,0.45661762,0.49990645,0.0
PUM1,0.5042892,0.0,0.8771844,0.5115246,1.1270076,1.669381,0.95220065,1.8126374,0.0,0.0,1.2182977,1.228633,0.0,0.0,0.0,0.75395733,1.0921956,0.0,0.62984955,0.0,1.1569418,1.5452237,0.74216634,0.0,1.3411076,0.7472771,1.2827598,0.0,0.0,1.1213511,0.0,0.44149932,0.0,0.0,0.8119392,0.0,0.0,0.4901343,1.018563,1.3130068,1.2806541,0.62709033,1.1520054,1.4765707,0.0,0.0,1.3838491,0.0,0.806411,0.7123921,0.78756356,0.0,1.508165,0.6085629,1.6184351,0.0,0.0,0.583333,0.0,0.67605656,0.734781,0.0,0.36125627,0.74644625,0.97687036,1.1885568,1.5496655,0.0,0.5246701,1.6103553,0.0,0.0,1.3960971,1.7851999,0.0,1.725424,0.46747318,0.0,0.6654305,0.0,0.0,1.2847176,0.67268854,0.47699618,0.0,1.867351,1.5444168,1.2751875,1.7761976,0.76399463,1.4719056,1.3029824,0.63559884,1.1575935,0.46680447,0.0,0.0,0.72620517,0.8705615,1.0099642,0.0,0.6631285,0.8544461,0.0,0.90706664,0.8996706,0.0,1.0342436,0.9426265,0.8710108,0.4655184,1.321849,0.82026565,0.0,0.8707777,1.5138179,1.3125361,0.0,0.5581534,0.0,0.0,1.6365601,0.5805476,0.71098757,1.0052309,1.3627279,0.0,0.0,0.8250308,1.7362835,0.0,0.0,0.0,0.0,1.0267608,1.5378146,0.0,1.9901717,1.5605675,0.0,1.0403198,0.63962036,0.0,0.7577105,0.0,0.0,0.0,0.91802555,0.0,0.7988757,0.6678444,0.0,1.275852,2.1803174,0.0,0.7180795,0.0,0.0,1.0538666,1.5794607,0.5413577,0.4936452,1.7290295,0.90983486,0.6611604,0.50052774,1.6761663,0.0,1.4989523,1.0986123,0.7446467,1.5768993,0.0,0.74729717,0.0,0.0,1.5718,1.8450055,0.0,0.0,0.8539881,0.59854954,0.3187097,0.0,0.0,0.0,0.0,0.0,0.8310287,1.0957897,0.0,1.0046879,0.0,1.818586,0.4314788,0.80993533,0.0,1.0624697,0.0,0.0,0.53224576,0.77917945,0.40576074,0.0,1.7897527,1.506905,0.8048582,1.3878422,0.0,1.4818212,0.8773365,0.0,0.77568245,1.352563,1.523577,0.0,0.0,0.0,0.6478233,0.86439335,0.0,0.48511574,0.7739268,0.82114637,2.148605,1.024176,1.0882504,0.0,0.0,1.0717083,0.0,0.7627845,0.0,0.0,0.0,0.52620727,0.0,1.2793404,0.0
AGGF1,0.0,1.215247,0.0,0.0,0.29842502,0.0,0.33493647,0.76045114,0.0,0.0,1.0246321,0.0,0.7758519,0.0,0.0,0.0,1.0921956,0.0,0.0,0.0,0.0,0.0,0.74216634,1.3539667,0.0,0.0,0.36076748,0.0,0.9355487,1.1213511,1.0690866,0.0,0.0,0.7467109,0.0,0.8948992,0.0,0.8176061,0.36624122,0.0,0.0,0.0,0.7334569,0.0,0.0,0.0,0.0,0.0,0.6024398,0.0,1.2226186,0.0,0.46147063,0.6085629,0.0,0.0,0.5745118,0.0,1.3381503,0.0,0.0,0.0,0.36125627,0.0,0.43957245,1.1885568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9793242,0.6265883,0.0,0.0,0.0,0.73918426,0.0,1.0004781,0.0,0.0,0.60943,0.0,0.0,0.48458707,1.8490855,0.0,1.4913911,0.0,0.5271668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37379858,0.9426265,1.1986209,0.0,0.0,0.0,0.0,0.0,1.2969261,0.0,0.0,1.3837337,0.0,1.0735074,0.0,0.0,0.71098757,1.0052309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9676432,0.0,0.0,0.0,0.0,0.6628842,0.0,0.54930496,0.0,0.0,0.0,0.0,1.7679526,0.444178,0.91802555,0.0,0.47717786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55817974,0.0,0.0,0.0,0.0,0.0,0.0,0.8325539,0.89541095,0.0,0.0,0.0,0.7446467,0.74056566,0.0,0.5543777,0.0,0.0,0.82055897,0.0,0.0,0.0,0.5155135,0.0,0.0,1.2388142,0.0,1.3471112,0.0,0.9308419,1.2785305,0.50913304,0.0,0.0,0.0,0.0,0.0,1.2514836,0.88156843,0.8163992,0.0,1.4741758,0.53224576,0.4636343,0.40576074,0.0,1.2510432,0.0,0.0,0.0,1.0085939,0.0,0.0,0.0,0.46123844,0.0,0.0,0.6272579,0.0,0.0,0.6478233,0.0,0.0,0.0,0.7739268,0.82114637,0.0,1.024176,0.0,0.0,1.2722834,0.0,0.0,0.0,0.0,0.0,0.0,0.86919993,0.45661762,1.0803468,0.0
NDUFB7,2.0226173,2.3498988,1.8895642,1.7360396,2.029063,3.0665255,2.7030246,1.8126374,2.3498104,2.2404547,2.687385,1.8929057,2.0837638,1.5139319,2.5798802,2.1835492,1.0921956,2.0207665,3.010681,2.6174183,2.4766192,1.045391,3.0869038,3.1155436,1.3411076,2.2336986,1.7541838,2.4173188,0.9355487,2.428776,2.357413,2.1060202,1.1675849,1.6938146,2.3995457,1.675463,1.6353592,1.4261584,1.690655,2.1368456,2.0145674,1.6791089,3.0709817,1.1792511,2.4921024,2.3572347,2.0448527,1.0683106,1.9739802,1.7360497,1.5247736,0.9867242,2.5888546,1.7962046,1.6184351,1.6252887,2.706231,0.583333,1.3381503,1.5819509,2.3763213,2.32542,2.3162665,2.34475,2.101272,2.3154385,3.1467078,2.9721234,2.1504724,2.4346595,1.7391078,1.9463695,0.9241406,1.9150926,1.1873806,2.4653928,1.520768,2.3464575,0.6654305,0.0,2.9813063,2.8143232,2.0433595,2.1912014,0.9320524,1.4545789,1.8028977,2.9473615,2.1806166,2.3199022,2.8301659,2.8379982,1.5157007,1.840516,1.6417553,2.3116446,1.1925623,2.136595,1.9806057,0.62740874,2.156782,1.8938841,1.1786921,0.0,2.6597986,2.0234754,2.6577523,2.4746766,1.4191071,2.372603,1.021918,2.0038397,1.5713848,1.5653931,1.9809264,2.090393,1.8611565,2.2540133,2.7213883,1.9098704,0.6743779,1.6365601,1.7443359,2.5173748,2.0706723,1.5333222,0.0,1.9629921,2.2999473,2.081229,1.6293532,2.5090206,0.0,0.9676432,1.9420968,1.2837883,1.7960565,2.612536,1.7408,0.7388074,2.5426078,2.0999901,0.0,2.5123487,3.7146432,1.232392,2.3519976,1.9483875,2.0425062,0.7988757,1.064731,2.4621499,1.8186454,0.0,1.9171442,2.6105034,1.2988135,0.0,2.0447724,2.6538064,2.0102313,1.698902,2.3292625,2.2928858,1.5577562,2.0974665,2.5326433,1.1361982,1.0074096,2.3978953,2.1678967,2.1610043,1.8064455,2.25338,0.0,2.5473933,0.82055897,3.4401863,2.1266096,0.6114739,1.8556705,2.5235415,2.3757567,1.9641423,1.3584638,1.3471112,2.9866188,0.0,1.5865862,1.4630796,0.977211,2.6978946,1.7781159,2.0087404,2.0114825,2.8461244,1.8959297,1.7999518,2.1198325,2.5483525,2.1667964,2.28723,2.5657678,1.8280079,0.0,1.506905,0.8048582,1.7934791,1.9595455,1.7110201,1.8897853,2.2966115,2.0077314,2.2619689,0.0,2.6452549,1.5969043,1.1183128,1.8669063,2.3181734,2.6558437,2.062803,1.9229807,2.7083266,2.4511817,2.0966918,2.3213103,2.570977,0.8261456,1.5770652,0.0,1.4890124,0.8582903,2.7923236,2.52202,2.5472958,3.0006168,1.8226986,2.667523
ZNF512B,0.0,0.0,0.0,0.0,0.7145189,0.0,0.58539665,0.0,0.0,0.0,0.78422725,1.228633,0.7758519,0.0,0.0,0.0,1.9376525,1.4520946,0.62984955,0.0,1.1569418,1.045391,1.1634513,1.3539667,0.8803062,0.0,0.0,0.0,0.0,0.0,1.0690866,1.4656187,1.1675849,0.0,0.8119392,0.8948992,0.0,0.0,0.0,0.85809666,0.8326902,1.6791089,0.7334569,0.0,1.3275167,0.6709887,0.55821925,0.0,0.806411,1.1241907,0.0,0.0,0.77602154,0.98416495,0.0,0.0,0.5745118,0.0,0.0,1.3605477,0.0,0.0,1.0081494,0.979917,0.43957245,0.0,0.0,0.0,0.5246701,0.95621717,0.0,0.0,0.9241406,0.0,0.0,1.4052635,0.0,0.0,0.6654305,0.0,0.0,1.0088449,0.67268854,0.47699618,0.9320524,0.0,0.0,0.0,0.0,0.76399463,0.0,1.3029824,0.0,0.66024,1.217745,0.87489206,1.1925623,1.1424512,0.0,0.62740874,1.191794,0.0,0.0,0.0,0.90706664,0.0,0.0,0.6452632,0.0,0.38056314,0.0,0.0,0.82026565,0.0,0.0,0.0,2.1362777,0.0,1.1762916,0.0,0.0,0.4168555,0.0,1.1223295,0.0,0.54621726,1.4210685,0.0,0.0,0.0,3.0681865,0.0,0.0,0.0,0.4683371,0.0,0.5411473,0.0,0.0,0.0,0.54930496,0.0,0.0,0.7577105,0.0,0.0,0.75066864,1.3884624,0.8509974,1.2372375,0.0,0.92934805,0.0,1.8298167,1.3611697,0.0,1.0212381,0.0,0.0,0.97493774,1.1489931,0.0,0.0,0.90983486,0.0,0.8325539,0.5447463,0.0,0.0,0.6931472,1.1667054,0.97292894,0.6141731,0.9089497,0.0,1.7993802,0.0,0.0,0.0,1.2611387,0.0,0.0,0.3187097,0.0,0.0,3.040901,0.0,0.0,0.0,0.50913304,0.0,1.0046879,1.2410798,1.583577,0.4314788,0.48481914,1.3426998,0.48929724,0.0,0.9872029,0.0,1.0186757,0.0,0.0,1.2510432,1.506905,0.0,0.6941793,1.0085939,0.0,0.8773365,1.850699,0.0,0.88939726,0.0,0.0,0.0,0.0,0.6478233,0.37696633,0.0,0.8103638,1.5051416,0.0,0.9221051,0.0,0.0,1.493135,0.0,0.0,1.2255883,0.7627845,0.0,0.0,1.1911143,1.1241184,0.0,0.49990645,0.63848835
TNFRSF1A,0.0,1.215247,0.8771844,0.0,0.0,0.7310306,1.3310356,0.45083392,1.2771575,0.0,1.2182977,0.5908479,0.0,0.0,1.1094182,0.44641328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8905128,0.53404534,1.1701534,1.4986045,0.0,0.0,1.6366631,1.0690866,0.0,0.0,0.7467109,0.0,0.5443829,0.0,1.063885,1.166743,0.0,0.8326902,0.62709033,1.1520054,0.75422764,0.0,0.6709887,0.55821925,0.0,0.9757437,0.7123921,0.78756356,0.9867242,0.0,0.0,1.6184351,0.0,0.5745118,0.0,2.2445276,0.67605656,0.734781,0.0,0.8352514,0.0,0.0,1.1885568,0.0,0.0,1.1215811,0.0,0.0,0.0,0.0,0.6025632,0.0,0.9314948,1.381227,0.0,0.6654305,0.0,0.0,0.6265883,1.7574254,0.79861224,0.9320524,0.0,0.86792547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5193682,0.0,0.7644242,0.0,1.497529,1.0099642,0.0,0.0,0.37158018,1.1444021,0.0,0.5477725,0.0,0.0,0.0,1.8805788,0.0,0.0,0.0,0.0,0.0,0.0,1.8611565,1.3459836,1.1762916,0.0,0.0,0.4168555,0.0,1.1223295,1.4962864,0.89748216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9676432,0.0,1.127599,0.89033824,0.8168495,0.0,0.7388074,0.0,0.0,0.0,0.7577105,0.0,0.0,1.3339584,0.0,0.8509974,1.5409707,0.0,0.0,0.0,0.0,0.0,0.7180795,1.0212381,0.0,0.7519976,0.24307716,1.1489931,0.0,0.0,0.0,0.0,0.0,0.5447463,0.0,1.8270452,0.0,1.4625821,0.0,0.0,0.31512356,0.0,0.0,0.0,0.0,0.0,0.0,1.6187918,0.0,0.0,0.0,0.89408857,2.723365,0.0,0.0,0.0,1.4630796,0.0,0.0,1.7781159,0.0,0.0,1.0548847,0.0,0.8163992,0.7982383,0.0,0.53224576,0.4636343,0.91682285,0.83524126,0.0,0.0,0.8048582,0.0,0.0,0.7578347,0.0,0.0,0.0,0.54048026,1.0275834,0.0,0.8383614,0.0,1.0377121,0.86439335,0.9045328,0.0,1.2049307,0.0,0.0,0.6378459,0.0,0.0,0.0,0.0,2.7367682,0.0,0.8582903,0.0,1.1911143,0.52620727,0.76892704,1.2793404,0.0
DUSP13,0.0,1.7478517,0.0,0.5115246,0.87168574,0.0,0.33493647,0.0,0.0,0.0,0.0,0.0,0.7758519,0.0,0.0,1.3385437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4418753,0.0,0.0,0.0,0.0,0.0,0.44149932,0.0,0.0,0.0,0.5443829,0.0,0.0,0.0,1.3130068,0.0,0.0,0.7334569,0.0,0.0,0.0,0.0,0.0,0.34591672,0.41833612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1555142,0.0,0.43957245,0.0,0.0,0.0,1.1215811,0.0,0.0,0.0,1.3960971,0.0,0.0,0.0,0.46747318,0.0,0.0,2.029119,0.0,0.0,1.0712401,0.47699618,0.9320524,0.0,0.0,0.0,0.0,0.0,0.60943,0.0,1.0211209,0.0,0.78380066,0.0,0.0,0.72620517,0.0,0.0,0.56776977,0.0,0.0,0.0,0.0,0.0,2.108395,0.37379858,1.4191071,0.0,0.0,0.0,0.0,0.0,1.1259525,0.0,0.0,1.3459836,0.0,0.0,0.0,0.4168555,0.0,0.0,0.0,0.54621726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4200635,0.0,0.0,0.0,0.0,0.31190464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8509974,0.7988757,0.6678444,0.0,0.0,0.0,0.0,1.1317191,0.0,0.0,0.9142797,0.43847042,0.0,1.069812,0.93415457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4753327,0.0,0.3187097,0.0,0.0,0.0,1.5610269,0.9308419,0.8310287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9872029,0.53224576,0.0,0.40576074,0.0,0.0,2.082622,0.0,0.0,0.0,0.0,0.5319471,0.0,0.0,0.0,0.0,0.0,0.0,1.1183128,0.0,0.0,1.3715752,1.2520347,0.0,0.0,0.0,0.0,0.0,0.0,1.2722834,0.0,0.0,0.7627845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
