,9CL_Bc74_Bc01,9CL_Bc74_Bc02,9CL_Bc74_Bc03,9CL_Bc74_Bc04,9CL_Bc74_Bc05,9CL_Bc74_Bc06,9CL_Bc74_Bc07,9CL_Bc74_Bc09,9CL_Bc74_Bc10,9CL_Bc74_Bc11,9CL_Bc74_Bc12,9CL_Bc74_Bc14,9CL_Bc74_Bc16,9CL_Bc74_Bc19,9CL_Bc74_Bc21,9CL_Bc74_Bc22,9CL_Bc74_Bc23,9CL_Bc74_Bc24,9CL_Bc74_Bc25,9CL_Bc74_Bc26,9CL_Bc74_Bc30,9CL_Bc74_Bc32,9CL_Bc75_Bc01,9CL_Bc75_Bc03,9CL_Bc75_Bc04,9CL_Bc75_Bc05,9CL_Bc75_Bc06,9CL_Bc75_Bc07,9CL_Bc75_Bc08,9CL_Bc75_Bc09,9CL_Bc75_Bc11,9CL_Bc75_Bc12,9CL_Bc75_Bc13,9CL_Bc75_Bc14,9CL_Bc75_Bc15,9CL_Bc75_Bc16,9CL_Bc75_Bc17,9CL_Bc75_Bc18,9CL_Bc75_Bc19,9CL_Bc75_Bc20,9CL_Bc75_Bc21,9CL_Bc75_Bc22,9CL_Bc75_Bc24,9CL_Bc75_Bc25,9CL_Bc75_Bc27,9CL_Bc75_Bc28,9CL_Bc75_Bc30,9CL_Bc75_Bc31,9CL_Bc75_Bc32,9CL_Bc76_Bc01,9CL_Bc76_Bc02,9CL_Bc76_Bc03,9CL_Bc76_Bc04,9CL_Bc76_Bc05,9CL_Bc76_Bc06,9CL_Bc76_Bc07,9CL_Bc76_Bc08,9CL_Bc76_Bc09,9CL_Bc76_Bc10,9CL_Bc76_Bc11,9CL_Bc76_Bc12,9CL_Bc76_Bc13,9CL_Bc76_Bc14,9CL_Bc76_Bc16,9CL_Bc76_Bc17,9CL_Bc76_Bc20,9CL_Bc76_Bc21,9CL_Bc76_Bc22,9CL_Bc76_Bc23,9CL_Bc76_Bc24,9CL_Bc76_Bc25,9CL_Bc76_Bc26,9CL_Bc76_Bc27,9CL_Bc76_Bc28,9CL_Bc76_Bc31,9CL_Bc76_Bc32,9CL_Bc77_Bc01,9CL_Bc77_Bc02,9CL_Bc77_Bc03,9CL_Bc77_Bc04,9CL_Bc77_Bc05,9CL_Bc77_Bc09,9CL_Bc77_Bc10,9CL_Bc77_Bc11,9CL_Bc77_Bc12,9CL_Bc77_Bc13,9CL_Bc77_Bc14,9CL_Bc77_Bc15,9CL_Bc77_Bc16,9CL_Bc77_Bc17,9CL_Bc77_Bc20,9CL_Bc77_Bc21,9CL_Bc77_Bc23,9CL_Bc77_Bc24,9CL_Bc77_Bc25,9CL_Bc77_Bc26,9CL_Bc77_Bc28,9CL_Bc77_Bc29,9CL_Bc77_Bc30,9CL_Bc77_Bc31,9CL_Bc77_Bc32,9CL_Bc78_Bc01,9CL_Bc78_Bc02,9CL_Bc78_Bc03,9CL_Bc78_Bc04,9CL_Bc78_Bc05,9CL_Bc78_Bc06,9CL_Bc78_Bc07,9CL_Bc78_Bc09,9CL_Bc78_Bc10,9CL_Bc78_Bc11,9CL_Bc78_Bc12,9CL_Bc78_Bc13,9CL_Bc78_Bc14,9CL_Bc78_Bc15,9CL_Bc78_Bc16,9CL_Bc78_Bc17,9CL_Bc78_Bc18,9CL_Bc78_Bc19,9CL_Bc78_Bc20,9CL_Bc78_Bc21,9CL_Bc78_Bc22,9CL_Bc78_Bc23,9CL_Bc78_Bc24,9CL_Bc78_Bc25,9CL_Bc78_Bc26,9CL_Bc78_Bc27,9CL_Bc78_Bc28,9CL_Bc78_Bc29,9CL_Bc78_Bc30,9CL_Bc78_Bc31,9CL_Bc79_Bc01,9CL_Bc79_Bc02,9CL_Bc79_Bc03,9CL_Bc79_Bc04,9CL_Bc79_Bc05,9CL_Bc79_Bc07,9CL_Bc79_Bc08,9CL_Bc79_Bc09,9CL_Bc79_Bc10,9CL_Bc79_Bc11,9CL_Bc79_Bc12,9CL_Bc79_Bc13,9CL_Bc79_Bc14,9CL_Bc79_Bc15,9CL_Bc79_Bc16,9CL_Bc79_Bc17,9CL_Bc79_Bc18,9CL_Bc79_Bc20,9CL_Bc79_Bc22,9CL_Bc79_Bc23,9CL_Bc79_Bc24,9CL_Bc79_Bc25,9CL_Bc79_Bc26,9CL_Bc79_Bc27,9CL_Bc79_Bc28,9CL_Bc79_Bc30,9CL_Bc79_Bc31,9CL_Bc79_Bc32
QPRT,0.9145406,2.0372417,1.6499196,1.0681266,1.5235786,0.0,1.442299,2.2785528,2.1136198,2.0981164,1.9195435,1.1596799,2.1308625,1.1992058,1.7121688,1.0695904,1.5149349,0.99671656,2.1941972,1.6871295,0.0,0.0,2.1813545,0.0,2.4947584,2.575769,1.7868868,3.9862192,1.5040345,1.6451267,0.737414,1.1689116,1.06251,0.0,0.0,3.141434,2.096927,1.1840662,1.8306953,1.2368281,2.1908484,2.020191,2.430285,2.219772,1.2969742,0.80895823,2.2939687,1.4108818,1.9918567,0.62951404,1.7917595,2.3711913,1.2052088,2.521808,2.5250323,2.2105908,2.354977,1.9395412,2.1669974,2.4027526,3.4691076,1.9533195,2.025493,1.6591824,2.204947,1.9797833,1.5133941,2.3037698,2.0934353,1.0181056,2.182336,2.387352,3.3821757,0.0,2.2321916,2.0696692,2.9326358,0.9950003,0.9224101,1.011813,1.3313134,1.6202229,1.305401,1.9810859,1.5066053,0.79255146,1.6969503,1.743424,1.2591889,2.0695791,1.2423888,1.8512659,2.147556,1.0080769,1.7105057,1.7222707,1.0331546,1.7673415,1.4640794,2.2733269,2.0139298,1.5884961,1.4552425,2.2527704,0.5821942,0.47315302,1.6964558,2.432334,2.5533938,1.270092,1.6320612,2.7906225,0.49954742,2.1115751,1.9064623,1.8939614,0.6654334,1.2526292,1.5652019,1.5215597,1.5219661,1.6872197,2.0785787,2.5156865,0.0,2.3486109,1.8583845,2.2926936,1.6657479,0.0,2.613514,2.0594964,1.9489644,2.9678462,0.89883804,1.4472541,1.9532667,1.855687,2.1563468,1.1959028,1.6559837,1.7272784,1.1568568,0.0,2.483747,1.7282964,1.8016152,1.2998055,3.9182105,2.5923824,0.9222245,2.357929,2.1069324,0.0,2.124507,0.0,1.7811869,2.0010066,1.4901092
SERBP1,3.7406735,3.8004608,3.6599193,3.4874108,3.4092264,2.776229,3.0909364,3.1314142,3.3638272,3.523229,3.5479093,3.2492015,3.5422702,3.4684775,3.2275772,1.9084393,3.8276496,3.179318,3.6701007,3.5530596,2.957239,3.3428016,3.2442074,3.318181,3.145772,3.1014411,3.666224,2.6767743,3.5028758,3.5150318,3.483779,3.2399993,3.4879465,3.7445452,3.7142584,3.3686311,3.3866208,3.2112532,2.8917165,2.4849913,2.4707305,3.6002152,3.3301134,3.8338454,3.1324856,3.0989497,2.7732391,3.1893373,3.1866338,3.6094441,3.3322046,3.0165288,3.146014,3.6997182,3.5093668,3.5376716,3.6421273,3.2699919,3.3007123,3.1621156,1.9217293,3.1967008,3.4058304,3.103468,3.5090368,3.3338134,3.3614013,2.6753743,3.570872,3.5176795,3.2848847,3.3623421,3.2474968,2.1798244,3.5037854,3.0259175,2.2913754,3.9539661,2.954005,2.8696327,3.1479425,3.7508142,3.143504,3.6325607,3.6920474,3.497694,3.6016207,3.8245113,3.5202632,3.6653306,3.419906,3.418491,3.7953193,3.9742422,3.5180702,3.4713204,3.7201512,3.585106,3.700494,3.449695,3.5574288,3.4085982,2.8579617,3.278735,3.3828707,3.619588,3.595014,3.2944863,3.5640104,3.4856224,3.6383662,3.4421332,3.4277375,3.060184,3.6684988,3.8227735,3.0374498,3.753235,3.583482,3.755585,3.5210736,3.0705626,3.3312538,3.6539085,3.608245,3.494601,3.7281063,3.1734498,3.2809892,3.640762,3.6620054,3.1561882,3.5120478,3.2818496,3.1306598,3.5120027,3.5168777,3.2457795,3.7792244,3.6797018,3.6924012,3.752509,3.7215538,3.205641,2.7266705,3.359538,3.1321924,3.5368142,3.3068442,3.423212,2.8715098,3.6077752,3.9427624,3.3176959,3.183734,3.4880092,3.1497228,3.2394588,3.2660997
RBFOX2,0.52202624,0.0,0.0,0.45848304,1.045825,0.56552345,0.0,1.16022,0.0,0.0,0.0,0.0,0.39151353,0.45702618,0.5635097,0.0,0.7807191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35976988,0.0,0.7178115,0.0,0.43519297,0.44123235,0.0,0.2508328,0.0,0.55267787,0.0,0.0,0.0,0.0,0.0,0.9323522,0.0,0.0,0.5095565,0.0,0.0,0.0,0.0,0.0,0.4054651,0.0,0.0,0.96921307,0.29116058,0.0,0.0,0.0,0.0,0.0,0.67911285,0.32081723,0.3852549,0.0,0.0,0.0,0.0,0.44676116,0.0,0.0,0.0,0.37108174,0.0,0.0,0.0,0.45542938,0.0,0.6164619,0.0,0.0,0.52856916,0.409973,0.51419514,0.16009991,0.0,0.0,0.49271515,0.0,0.0,0.35948607,0.344048,0.0,0.0,1.0080769,0.92051625,1.0145888,0.64445996,0.0,1.0541389,0.0,0.0,0.68011004,0.0,1.0619527,0.0,0.0,0.0,0.0,0.48471862,0.37295994,0.0,0.0,0.49954742,0.0,0.0,0.36066318,0.6654334,0.9807122,0.0,1.0259273,0.2611599,0.0,0.0,0.3629082,1.4737878,0.7425471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41376358,0.0,0.0,0.5916079,0.0,0.3235143,0.25333726,0.0,0.0,0.0,0.0,0.7412749,0.7690722,0.0,0.0,0.0,0.48123923,0.0,0.0,0.0,0.0,0.0,0.63189954,0.0,0.0,0.0
CD3D,0.0,0.0,1.9299529,0.89779353,0.0,0.0,0.0,2.480997,1.5345153,0.8879573,0.0,0.6509692,0.0,0.0,1.9536829,0.0,0.0,0.0,0.0,0.7564349,0.0,0.0,1.1875099,1.7343355,0.61804247,2.0929935,0.0,0.0,0.5306055,0.0,0.737414,0.0,0.8838579,0.7609837,0.0,1.691461,0.0,0.0,0.0,0.0,0.0,0.0,1.9764769,0.6479889,1.463895,0.0,2.2939687,1.2013724,0.0,0.0,1.3862944,3.107377,0.0,1.1909536,1.1078615,0.0,1.0673201,1.173514,1.1374325,0.8139014,0.0,0.92148304,0.0,1.3446062,2.814552,1.4159956,0.0,0.0,1.1092918,0.0,0.6874755,2.206892,0.0,3.3933027,2.1138713,0.0,2.2913754,0.9950003,0.0,0.6287642,0.0,0.6999014,0.51419514,0.0,1.2550848,0.47282013,0.0,0.0,0.9864542,1.2796992,1.6305071,0.0,0.0,0.0,2.146274,2.801139,0.0,0.0,0.60480237,0.6265615,0.0,1.0811914,0.0,1.3449563,0.0,0.0,2.3184114,0.0,2.6460385,0.64398444,0.77727896,2.7212253,0.83114696,2.4128501,0.0,1.5909729,0.0,0.0,1.5652019,0.7853255,0.0,0.0,1.3855549,1.0116066,0.0,1.163951,0.8558364,0.0,0.0,0.0,0.0,0.68179876,0.0,0.0,0.0,0.0,0.79314506,1.6708853,0.0,0.766988,1.8401985,0.0,0.0,0.0,0.0,1.9152766,1.4754381,0.0,2.3852766,1.9714085,0.0,1.2214963,1.3106589,0.8182408,0.0,0.0,2.0258472,0.0,0.0
BHLHE40,0.0,0.5544869,0.0,0.0,0.46881717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6721461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67307234,1.2475101,0.0,0.0,1.2714103,0.7009136,0.0,1.0763727,0.0,0.0,0.0,0.7463295,0.0,0.7609837,0.0,0.0,0.88715947,0.0,0.0,0.0,0.54352844,0.0,0.71109116,0.0,0.0,0.0,0.0,0.57373965,0.0,0.0,1.0986123,0.0,0.0,0.5034068,0.0,0.0,0.0,0.0,0.0,0.0,1.0798558,0.0,0.0,1.140236,0.0,0.0,0.0,0.75446886,0.7011675,0.0,0.0,0.0,1.2448996,2.438834,1.1249514,0.0,1.6945628,0.0,0.0,2.1835341,0.0,0.0,0.51419514,0.2980701,1.1007794,0.47282013,0.0,0.0,0.0,0.0,0.97175777,0.0,0.0,0.0,1.2929518,0.6075124,0.37327176,0.4314408,0.3474441,0.6265615,0.5942039,0.0,0.0,0.66577923,0.0,0.47315302,0.4766284,0.0,0.48471862,0.0,0.0,2.0219917,0.0,1.3621291,2.356006,0.0,0.0,0.60605067,0.0,0.0,0.4680458,0.0,0.0,0.0,0.0,1.163951,0.0,1.2650603,0.0,0.0,0.0,0.0,0.79040205,0.7055692,0.0,0.0,0.0,0.0,0.0,0.0,1.4299936,0.0,0.0,0.0,0.0,0.0,0.0,1.2998055,0.0,0.0,0.0,1.2214963,0.0,0.0,0.0,0.0,0.9729104,0.7256545,0.0
IGF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3930988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61804247,0.7009136,0.0,2.1674604,1.5040345,0.0,0.0,0.0,0.0,0.45119688,0.0,0.90656406,0.0,0.0,0.0,0.0,0.54352844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1711218,0.0,0.0,0.0,1.3102323,0.0,0.0,0.0,0.0,2.6816914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8361468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40654927,0.47282013,0.0,0.0,0.0,0.0,0.59954655,0.0,0.0,0.0,1.9327208,0.34919766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8097901,0.0,0.0,0.0,0.0,1.6783568,0.0,1.2825109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79040205,0.7055692,0.0,0.0,0.0,0.0,0.5675567,0.0,0.0,0.65495956,1.1568568,0.0,0.0,0.0,0.0,0.0,2.024815,2.267279,0.0,0.0,1.0316689,0.0,0.0,0.0,0.0,0.0,0.0
MBOAT1,0.96331877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5595946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73609185,0.74757874,0.9611851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0154592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95236623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36671972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1189226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1043984,0.0,0.0,1.9030677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4378954,0.0,1.3344702,0.45589107,0.0,1.446489,0.0,1.3727739,0.0,0.8958649,0.0,0.0,0.0,0.57519966,0.6556182,0.0,0.6398956,0.0,0.0,1.7579151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95998245,0.0,0.0,0.0,0.0,0.0,1.1395602,0.0,0.43087292,0.0,0.6565877,0.0,0.0,0.0,0.0,0.0,0.959986,0.0,1.8557856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77247036,0.0,0.0
HNRNPU,3.1145277,3.0449166,2.9359388,2.676916,2.8762095,2.7854667,1.442299,2.482096,2.8195515,2.0981164,2.364637,2.5592544,2.2644596,2.2095027,2.5733175,2.902941,3.104351,2.6861432,2.8760285,2.5101411,2.957239,2.270663,2.816402,1.862946,2.1630511,2.7871017,2.698403,3.1034288,2.5571764,2.722457,2.1579392,2.0490906,2.3483348,2.0595303,2.8989418,2.2879593,2.6285741,1.8976526,2.72066,1.7731439,2.1066585,2.2741535,1.6379957,2.1175632,2.194402,2.9797814,2.496733,2.5355508,2.688739,1.965277,2.5424678,1.9207513,2.709698,3.1464086,2.209538,2.2105908,2.2601051,2.4987004,1.996606,1.898781,1.9217293,2.5134623,2.6503992,2.6723683,2.8753378,2.433785,2.1938603,2.4103928,2.9595814,2.2864285,1.7822887,1.986534,2.7622552,2.438834,2.6755571,1.4953957,2.6625502,2.5600517,1.3939377,1.9694077,2.3750029,2.4972546,2.7594037,2.404309,2.300948,2.816446,2.6652706,2.5016491,2.0446994,2.858732,2.9917715,2.4626398,3.0819435,1.8279271,2.7086868,2.6414804,2.012529,2.3712275,2.3280768,2.4383378,2.747769,2.4608738,2.2207031,2.0310445,2.9582746,2.2481983,3.0455747,1.9784125,1.9792318,2.5886197,1.7408482,2.478407,2.1719868,1.3621291,2.5224016,3.0350432,2.8373616,2.8715029,2.2526793,2.0990877,3.0007126,2.4227664,2.0785787,2.5840058,2.0453005,1.8727869,2.0498466,2.2926936,2.4195528,1.7472563,1.8902243,2.377165,2.882561,1.8123779,2.2762904,3.6045938,2.742598,2.3714547,2.3191888,2.5742924,2.3547997,2.4932694,2.7192864,2.26257,2.5714438,2.6199763,2.6735833,2.0375068,1.4556701,2.5923824,1.7128309,2.8595667,2.4710162,1.8027054,1.5442348,1.8384973,2.707242,2.9509132,2.1995573
DDX3X,0.86326057,1.1703566,1.7997067,1.4348942,1.5235786,0.9245517,0.9613426,1.6829245,1.5345153,0.8879573,0.0,1.0419701,0.6721461,1.4987793,1.7121688,1.0695904,0.7807191,1.9434499,1.221372,0.7564349,1.3560289,2.1335733,2.0458438,0.93807334,0.9971646,1.1089542,1.4960445,1.0763727,1.5040345,1.2553312,0.0,1.3278995,1.3455863,1.4863981,1.0668128,1.3741212,1.3497458,1.8974828,2.0212533,0.0,0.54352844,1.5332484,1.8214897,2.1154768,1.7319863,1.7888,1.1720337,1.4108818,1.4266117,1.0128354,1.3862944,1.9207513,1.2052088,1.8697549,1.7460141,1.8584939,1.571768,1.173514,1.510998,0.8139014,0.0,0.92148304,1.3402331,0.8830804,1.1286327,1.4159956,1.6915066,1.476922,0.0,1.0181056,1.0910429,0.0,0.80481964,1.285069,1.4158777,1.4953957,0.0,1.8106099,0.9224101,1.011813,0.0,1.3964087,0.85210806,1.4171402,1.3887322,1.2290705,1.266107,0.46348906,0.61251104,2.0695791,1.4551604,1.3039823,1.061594,1.4997686,0.92051625,1.5605344,1.0331546,1.5636699,1.4640794,0.6265615,1.4460604,1.5884961,0.0,1.5652823,0.9477597,1.3925833,1.9609885,1.8233731,0.8097901,0.0,1.5274837,0.73822844,1.2786816,1.6783568,0.0,1.8939614,1.3444302,0.9807122,1.0618861,1.2197206,1.3823749,0.90346676,0.0,0.6286128,1.1767538,1.163951,2.0498466,1.9958242,2.0015502,1.8761989,1.3377413,1.7727733,0.79040205,1.6292398,0.89883804,1.4472541,0.97626793,1.44401,1.4001498,1.4951067,1.4299936,1.0473644,1.4515866,1.1480172,2.0270498,0.7690722,2.047164,0.0,0.0,1.549363,0.0,1.7551854,0.6433644,0.0,0.80116194,0.0,1.4565818,1.1424053,1.7198051
CPSF6,1.3195553,1.8225038,2.148479,1.5905639,1.38392,1.7266026,0.9613426,2.6492772,1.5345153,0.8879573,0.95808345,1.322341,1.7779536,0.0,1.3930988,1.5745093,0.7807191,1.9434499,1.7550395,1.895118,1.7580739,0.806847,0.7526483,0.575223,1.9440582,1.8048373,1.9547275,1.9172245,2.3124857,0.98307675,2.4769773,1.3278995,1.5659561,1.607703,1.5711553,1.3741212,1.3497458,0.0,1.2862285,0.7985584,1.3579694,1.5332484,0.71109116,1.3177686,1.7319863,1.5553412,1.6969181,2.2537954,1.4266117,1.0128354,0.6931472,1.0790994,1.5054506,1.5258199,1.3093688,2.1064193,1.3510209,2.041221,1.3415587,2.144781,0.0,0.92148304,1.3402331,1.140236,1.4200047,0.71304566,0.63420916,1.476922,1.3983009,1.2952529,1.3777747,1.986534,0.0,1.5937914,1.8245764,1.4953957,2.6625502,2.2537756,2.3117502,1.5043366,0.0,2.2092009,1.741526,1.329208,1.612038,1.7640631,1.8092935,1.6345742,1.7992524,2.0695791,2.1272354,1.8512659,1.7452685,1.4997686,2.000149,2.0395138,1.6237965,1.7673415,1.7173765,1.9599582,1.6209594,1.0811914,0.0,0.66577923,2.0930552,1.532487,2.3768358,1.4147912,1.415511,1.7084253,1.6320612,1.6806235,0.83114696,1.3621291,1.5726689,2.0727081,1.3444302,1.8965857,1.0618861,1.2197206,1.2200869,1.3857821,2.0565915,1.8325889,1.7025008,2.0291588,1.3101376,1.9958242,1.2698189,2.1858332,0.87763864,1.5912181,1.760807,1.40487,1.6808727,0.734197,1.7649617,1.44401,2.0637653,1.7251002,2.3547997,0.0,1.1568568,1.6684375,2.0270498,1.7282964,2.047164,0.84770846,1.4556701,1.7824878,2.1487803,2.1012986,1.7073557,2.1516523,1.5442348,1.0160857,2.1205127,0.7256545,2.0637136
EDARADD,0.0,0.0,0.0,0.2552904,0.7867311,0.0,0.0,1.5512806,0.7943605,0.8879573,0.95808345,0.6509692,0.0,0.0,0.0,1.0695904,0.0,0.0,0.0,0.0,0.0,0.0,1.1771855,0.0,0.0,1.6226376,0.0,0.0,0.0,0.60777086,0.0,0.0,0.38789815,0.0,0.0,1.691461,0.88715947,0.7595053,1.8306953,0.0,0.0,0.5461776,0.71109116,0.0,0.5095565,0.80895823,0.74871236,0.93600875,0.0,0.0,0.0,0.0,0.0,0.683865,0.0,0.0,0.6697703,0.9118367,0.8806637,0.0,0.0,0.0,0.6626766,0.0,0.7157465,0.71304566,1.0214646,0.0,0.7011675,0.0,0.0,0.0,0.80481964,0.0,0.0,0.0,1.6945628,0.0,0.0,0.0,0.8725504,1.3964087,0.0,0.0,1.1007794,0.0,0.0,0.46348906,1.2591889,0.6242881,0.59954655,0.0,0.66551274,0.0,0.0,0.34919766,0.37327176,0.73238087,0.3474441,0.6265615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48471862,0.0,0.0,2.6466503,0.0,0.0,0.0,0.0,0.6654334,0.0,0.0,1.2197206,0.0,0.0,1.6086491,0.0,0.0,1.163951,0.8558364,0.82330287,0.0,0.5821072,0.0,0.0,1.2262914,1.1151409,0.0,0.0,0.33893043,0.0,0.5675567,0.4556588,0.0,0.0,0.0,0.0,0.0,0.7690722,0.98823017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUT8,0.0,0.0,2.9344194,1.7891484,1.3153762,0.0,0.9613426,0.0,0.0,0.0,1.2790451,0.0,1.0705117,0.0,1.9487357,1.6326492,0.0,1.290843,0.9725906,1.37498,1.6304225,1.7251587,1.5999377,0.0,0.0,0.0,1.3190913,0.0,1.3761019,1.437625,1.1735312,0.89780843,0.75033635,1.3530473,0.0,0.0,1.2282139,2.0703533,0.0,0.0,1.7509204,1.2304062,0.0,1.3783808,1.1848242,0.0,2.7377486,1.4129589,1.7521327,0.9463557,1.9360042,1.4535193,0.94420564,1.8713173,0.0,1.6386238,0.0,1.3043282,1.3776431,0.0,1.3126812,0.0,1.9197719,0.0,0.0,1.1811947,1.4669045,1.1812965,1.1919051,0.0,0.0,1.8176031,1.9771683,2.7377803,1.1858639,0.0,0.0,0.0,0.0,1.6443739,2.1316664,1.6463494,0.0,0.2980701,0.9388545,1.9844221,0.0,1.5352776,1.9843689,1.7969222,0.0,0.0,1.0871027,1.658536,1.5369385,0.0,0.5369871,1.5736722,1.2223159,2.446443,0.0,0.0,0.0,0.0,1.8312038,0.98927766,1.6277639,1.9977564,0.0,0.0,1.6349303,1.3180223,0.0,0.0,0.0,2.4805083,1.2315892,1.5497173,1.4726598,2.1880212,1.395915,0.0,0.0,0.0,2.1797867,0.9901237,1.452488,2.1952412,1.6237372,1.9822712,0.0,0.68179876,0.9740549,1.7605174,0.0,0.734197,0.453173,1.6723052,1.4188106,0.89335716,0.932399,1.4082493,2.0338311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6433644,2.5118454,2.720462,0.0,2.0516632,0.0,2.037622
SPDYE16,0.0,0.5544869,0.61047846,0.57678986,1.6114917,0.0,2.3694239,0.0,1.5345153,0.8879573,0.0,1.5410719,0.0,1.1992058,1.3930988,0.0,0.0,1.2488353,0.33550012,1.5687692,1.0717553,1.5523372,1.474269,1.203747,1.4864045,1.6218354,1.0050334,1.9172245,0.0,1.2553312,1.8038708,1.1689116,1.6509436,1.1880755,0.0,1.9319857,2.3976731,1.1992182,0.0,1.7731439,1.7623876,2.1964517,0.0,0.6479889,0.0,2.1369324,2.8093944,1.9739612,0.7202052,1.1290377,1.846721,1.0790994,1.736055,1.2002573,1.3093688,0.9757272,0.6697703,0.9545797,0.0,1.5623642,0.0,0.0,1.3362881,0.9097015,2.4386125,2.1140084,1.2965313,1.8919681,0.0,1.690071,0.0,2.5111268,2.4057655,1.5937914,1.6338832,2.4321477,1.6945628,1.8106099,0.0,0.6287642,0.0,0.665073,1.4728069,0.0,0.0,1.8398402,1.266107,0.0,1.4732556,1.9539211,0.59954655,2.4411416,0.66551274,1.4997686,0.56263584,0.81019896,0.76556164,1.4983304,0.3474441,1.0745794,0.0,1.0811914,1.7797348,1.745721,0.0,1.4746501,0.0,1.639806,1.0547142,0.0,1.8030884,1.6195991,0.56018895,0.89700544,1.3449211,0.36066318,1.5647196,1.2526292,1.0618861,1.5215597,1.0262607,1.9275395,0.0,1.6817658,0.0,1.4595082,2.2104754,2.155235,1.576979,1.5991914,1.8902243,1.9263761,0.0,1.40487,1.9208834,0.734197,0.5916079,0.0,1.3467624,1.0042673,1.8401985,1.4123135,0.7371455,0.0,2.4195888,0.0,1.8016152,0.0,3.0312989,1.9714085,0.0,1.2214963,1.3106589,2.1516523,2.124507,0.0,0.0,1.4346675,2.1450012
DLX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95808345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9917692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1674604,0.0,0.0,0.0,0.0,0.0,0.45119688,0.0,1.691461,0.0,0.0,0.83705515,0.0,0.0,0.0,0.0,0.6479889,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,1.0790994,0.0,0.2830518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71304566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9224101,0.0,0.0,0.0,0.0,0.0,0.40654927,0.79255146,1.0682433,0.46348906,0.6102298,0.62336075,0.0,0.0,0.0,0.0,0.32037663,0.34919766,0.0,0.0,0.0,1.5006632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6286128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68179876,0.79040205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76354045
