""	cell_0	cell_1	cell_2	cell_3	cell_4	cell_5	cell_6	cell_7	cell_8	cell_9	cell_10	cell_11	cell_12	cell_13	cell_14	cell_15	cell_16	cell_17	cell_18	cell_19	cell_20	cell_21	cell_22	cell_23	cell_24	cell_25	cell_26	cell_27	cell_28	cell_29	cell_30	cell_31	cell_32	cell_33	cell_34	cell_35	cell_36	cell_37	cell_38	cell_39	cell_40	cell_41	cell_42	cell_43	cell_44	cell_45	cell_46	cell_47	cell_48	cell_49	cell_50	cell_51	cell_52	cell_53	cell_54	cell_55	cell_56	cell_57	cell_58	cell_59	cell_60	cell_61	cell_62	cell_63	cell_64	cell_65	cell_66	cell_67	cell_68	cell_69	cell_70	cell_71	cell_72	cell_73	cell_74	cell_75	cell_76	cell_77	cell_78	cell_79	cell_80	cell_81	cell_82	cell_83	cell_84	cell_85	cell_86	cell_87	cell_88	cell_89	cell_90	cell_91	cell_92	cell_93	cell_94	cell_95	cell_96	cell_97	cell_98	cell_99	cell_100	cell_101	cell_102	cell_103	cell_104	cell_105	cell_106	cell_107	cell_108	cell_109	cell_110	cell_111	cell_112	cell_113	cell_114	cell_115	cell_116	cell_117	cell_118	cell_119	cell_120	cell_121	cell_122	cell_123	cell_124	cell_125	cell_126	cell_127	cell_128	cell_129	cell_130	cell_131	cell_132	cell_133	cell_134	cell_135	cell_136	cell_137	cell_138	cell_139	cell_140	cell_141	cell_142	cell_143	cell_144	cell_145	cell_146	cell_147	cell_148	cell_149	cell_150	cell_151	cell_152	cell_153	cell_154	cell_155	cell_156	cell_157	cell_158	cell_159	cell_160	cell_161	cell_162	cell_163	cell_164	cell_165	cell_166	cell_167	cell_168	cell_169	cell_170	cell_171	cell_172	cell_173	cell_174	cell_175	cell_176	cell_177	cell_178	cell_179	cell_180	cell_181	cell_182	cell_183	cell_184	cell_185	cell_186	cell_187	cell_188	cell_189	cell_190	cell_191	cell_192	cell_193	cell_194	cell_195	cell_196	cell_197	cell_198	cell_199	cell_200	cell_201	cell_202	cell_203	cell_204	cell_205	cell_206	cell_207	cell_208	cell_209	cell_210	cell_211	cell_212	cell_213	cell_214	cell_215	cell_216	cell_217	cell_218	cell_219	cell_220	cell_221	cell_222	cell_223	cell_224	cell_225	cell_226	cell_227	cell_228	cell_229	cell_230	cell_231	cell_232	cell_233	cell_234	cell_235	cell_236	cell_237	cell_238
BMX	0	0	2.10618162155151	0	0.695468962192535	0	0	0	0	0	1.19071340560913	1.61103737354279	0	0	6.09777927398682	0.562697172164917	0	1.63602650165558	0	0	0	0	0	0	4.94073295593262	0.55562174320221	0	0	0	0	0	0	0	0	0	0.723544538021088	2.75420069694519	0	0	0.679333508014679	0	0	0	0	0	0	0	0	0.413284927606583	0	0	0	0	0.837788343429565	0	0	0	1.5840026140213	2.81198573112488	0	1.08502542972565	0	0.435131192207336	0.554745018482208	0	9.12936305999756	3.70989418029785	1.15833449363709	0	0	0	0	0	0	0	0	0	0	0.945327758789062	0	0	0	0	0.61122727394104	1.5397162437439	0	0.460654765367508	0	0	0	0	2.68025636672974	0	0	0	0	0	3.20166277885437	0	0	0	0	0	0	0	0	1.20583558082581	0	0	0	0	0.916783154010773	0	1.89227771759033	0	0	1.35779249668121	0	1.49488544464111	0	0	0	0	0	0	0.726709008216858	0	0	0	0	0	0	0	0	0	3.13234925270081	0	0	0	1.09343731403351	0	0	0	3.40015888214111	0	1.21471130847931	0	0	0	0	0	0	0	2.61637187004089	2.90075325965881	0	0	0	0	0	0	0.638277173042297	0	0	0	0	0	0	0	0	1.10569739341736	0	0	0	0	0	0	1.77604508399963	1.05519783496857	0	0	0	0	0	1.44510626792908	0	0	0	0	1.32769620418549	0	0	0	0	0	0	0	0	1.22162353992462	0	0	0	0	1.95805537700653	0	0	0	0	0	0	0.702243447303772	1.78808867931366	1.17207396030426	0	0	0	0	0	0	0.457855224609375	0	0	0	0	0	0	0	0	0	0	2.40616941452026	0	0	5.10629796981812	0	0	0	0	0
NCBP2	1.96742451190948	0	0.702060520648956	0	2.4341413974762	0	2.38710951805115	1.13924109935761	0	1.67952084541321	4.76285362243652	0.805518686771393	1.17244207859039	0	4.06518650054932	0.562697172164917	0	1.63602650165558	2.63198447227478	0	0	0	2.20096182823181	0	1.41163802146912	2.22248697280884	2.17214965820313	1.13508319854736	0	8.27599143981934	0	0.555036962032318	0	0	0	3.6177225112915	2.75420069694519	0.632535457611084	6.63454723358154	2.03800058364868	0	1.7443106174469	0	4.50387573242188	6.92916345596314	0.956170380115509	0	1.91045844554901	0.826569855213165	3.63601899147034	3.59410333633423	0	1.17281055450439	1.67557668685913	0	0	0	0	2.81198573112488	0.966109156608582	2.17005085945129	2.30774354934692	1.30539357662201	2.21898007392883	1.10408699512482	0	0	3.47500348091126	1.37980258464813	0.80091780424118	0	3.00160837173462	0	4.13397645950317	0	4.61490154266357	1.78786909580231	0	0	0	0	1.74243128299713	0	0.61122727394104	0.769858121871948	0	3.22458338737488	3.43916344642639	0.981470286846161	3.44050478935242	0	0	3.55261015892029	1.24700891971588	0	1.39861643314362	1.14775741100311	1.06722092628479	0.694125711917877	1.74550294876099	2.2929835319519	2.82256436347961	1.35007238388062	0	2.95409154891968	0	0	3.17271065711975	1.56671392917633	1.38932478427887	1.18567931652069	0.916783154010773	0	1.89227771759033	0.694383978843689	0	2.03668880462646	0	2.98977088928223	1.91740441322327	1.92562305927277	2.06873321533203	0.78701663017273	2.07200193405151	0	0.726709008216858	0	1.53015005588532	1.28195106983185	2.33810424804688	0	1.8821474313736	5.83850765228272	0	1.79200732707977	0	0	0	0	2.18687462806702	2.1961464881897	0	0	1.13338625431061	0	4.85884523391724	0.55920797586441	0	0	1.83456015586853	0.950029313564301	3.06571483612061	4.30291938781738	2.61637187004089	0	1.0504914522171	0	5.96704006195068	0.373744368553162	1.3758350610733	0	1.27655434608459	1.54506087303162	1.48391234874725	0	0	2.1725127696991	2.11490345001221	1.7384979724884	4	0	1.09712147712708	2.54438328742981	3.70428609848022	0	10.0917978286743	1.27176928520203	0	0	0	2.02349448204041	1.63895559310913	2.62746381759644	0	5.78042507171631	0	1.88185548782349	0	2.59135818481445	1.99154424667358	1.65703547000885	2.59658193588257	2.45934700965881	0	0.539532482624054	1.87164390087128	0	0.631169497966766	4.88649415969849	5.05115175247192	0	1.179682970047	1.00088703632355	3.26342558860779	0	0	2.47275876998901	1.00206530094147	0.870871603488922	0	1.40448689460754	0	1.75811088085175	7.16831207275391	0	0	6.5628719329834	0	0	0	0	0.624363005161285	1.16826391220093	3.81931233406067	1.51457822322845	1.78479993343353	0.656358242034912	1.72551381587982	2.56899285316467	1.92036426067352	0	3.43271541595459	2.71824765205383	0	0	2.07750272750855	1.73617541790009	2.59426808357239	0.893616259098053
HNRNPL	5.90227317810059	2.3711268901825	0.702060520648956	2.00349617004395	1.04320347309113	0	2.38710951805115	0.569620549678803	3.44857478141785	1.67952084541321	4.16749668121338	3.22207474708557	1.17244207859039	3.54456448554993	0	1.68809139728546	0	1.63602650165558	0.877328157424927	0	0	7.37804126739502	1.10048091411591	2.87275743484497	2.11745691299438	1.66686522960663	0	6.81049966812134	0	2.06899785995483	0	2.77518463134766	2.21422052383423	1.11004841327667	0	2.17063355445862	4.1313009262085	3.7952127456665	0.442303121089935	0.679333508014679	5.19798612594605	2.61646604537964	3.24679899215698	4.50387573242188	1.38583266735077	4.7808518409729	0.747557818889618	3.82091689109802	0.826569855213165	2.07772517204285	0	0	1.17281055450439	0.837788343429565	4.04518938064575	0	2.32878947257996	3.96000671386719	0	5.79665517807007	2.17005085945129	0	0.870262384414673	0.554745018482208	2.20817399024963	0	7.4197883605957	2.31666898727417	1.37980258464813	2.4027533531189	0	3.00160837173462	1.51970183849335	0	2.27848219871521	0	1.1919127702713	3.54318404197693	1.89065551757813	4.95553588867188	0	1.74243128299713	2.87849521636963	1.83368182182312	0.769858121871948	1.09422647953033	0.460654765367508	1.7195817232132	2.94441080093384	0	1.67876541614532	5.36051273345947	0	2.49401783943176	1.78466856479645	0	4.59102964401245	1.06722092628479	2.08237719535828	1.74550294876099	2.2929835319519	0.940854847431183	3.15016889572144	0	1.47704577445984	1.45879304409027	1.20583558082581	1.35973310470581	0	0.926216542720795	1.18567931652069	1.83356630802155	1.27110302448273	0	0.694383978843689	0.88601166009903	0.678896248340607	0	0.747442722320557	0	1.92562305927277	1.55154991149902	0	0	0	2.18012714385986	3.14154362678528	0	1.92292654514313	1.16905212402344	0	1.8821474313736	5.83850765228272	0	1.79200732707977	1.5661746263504	0.717976748943329	2.52671599388123	0.94038063287735	0	1.4640976190567	0	0	1.13338625431061	1.90685439109802	1.21471130847931	4.47366380691528	0	1.34198153018951	0.611520051956177	0.950029313564301	1.5328574180603	3.44233560562134	0	5.80150651931763	2.1009829044342	1.77663040161133	0	1.49497747421265	2.201336145401	5.02836751937866	1.27655434608459	0	0	0.937038838863373	1.29918324947357	2.1725127696991	0	0	3	1.10569739341736	1.09712147712708	0.848127782344818	0.740857243537903	0	0	0	1.77604508399963	0	0	0.67449814081192	1.63895559310913	1.50140798091888	3.67727756500244	5.78042507171631	0	1.88185548782349	4.60993194580078	0	1.99154424667358	5.7996244430542	0.865527331829071	0	0	1.07906496524811	1.24776256084442	0	1.26233899593353	1.22162353992462	0	2.10825610160828	0.589841485023499	1.00088703632355	0.652685105800629	0	3.51274228096008	1.23637938499451	0	2.61261487007141	2.26730227470398	0.702243447303772	3.57617735862732	0.58603698015213	0.716831207275391	0	0.872469007968903	1.31257438659668	2.05968761444092	0	2.28927612304688	0	1.24872601032257	0	0	1.51457822322845	3.56959986686707	3.93814945220947	0	0	0	0	0	1.35912382602692	0	0	0.692500948905945	1.73617541790009	2.59426808357239	1.78723251819611
UBE3D	0	0	0.702060520648956	0	0	0	0.397851556539536	0	0	0	0	0	0	0	0	0	0	3.27205300331116	0	5.64458131790161	0	0	0	0	1.41163802146912	0.55562174320221	0	0	0	0	0	0	0	0	0	0	2.06565046310425	0	0	0	0	0.87215530872345	0	0	0	0	0.747557818889618	0	0	0.519431293010712	0	0	0	0	0	0	0	0.792001307010651	0	0	0	2.30774354934692	0	0	1.10408699512482	0	0	0	0.689901292324066	1.60183560848236	0	0	0	0	0	0	0	0	0.945327758789062	0	0	0	0	0.61122727394104	0.769858121871948	0	0.460654765367508	0	0	0	0	0	0.888152539730072	1.87051343917847	0	0	0	0	0	0.872751474380493	0	0	0	0	0	0	0	0	0	0.463108271360397	0.592839658260346	0	1.27110302448273	0	0	0	0	0	1.49488544464111	0	0	0	0	1.03600096702576	0	0.726709008216858	0	0	0	0	0	7.52858972549439	0	0	1.19467151165009	0	0	0	1.8807612657547	1.09343731403351	0	0	0	0	0	0	0	0	0	0.611520051956177	0	0	0	0	0	1.0504914522171	0	0	0.373744368553162	0.825501084327698	0	0	1.54506087303162	0	0	0	0	0	0	0	0	0	0.848127782344818	0	0	0	0	0	1.05519783496857	0	0	0	0	1.22575914859772	0	0	1.88185548782349	0	0	0	0	1.73105466365814	2.45934700965881	1.29078435897827	0.539532482624054	0	0	0.631169497966766	0	0	0.702751994132996	0	0	0	0	0	0	0	0.870871603488922	1.13365113735199	0.702243447303772	0	0	0.716831207275391	0	0	0	0	0.911375761032104	0	0	0	9.34611129760742	0	0	0	0	0	1.28449642658234	0.960182130336761	0	0	0	0	0	0	0	0	0
DMTN	0	0	0	0.66783207654953	0.347734481096268	1.07722020149231	0	0	0.862143695354462	0	0	0	0	0	4.06518650054932	0	1.98081147670746	0	0	0	0	0	0	0	0	0	0	0	1.54861152172089	0	0	0	0	1.11004841327667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68243288993835	0	0	0	20.3994274139404	0	1.5840026140213	0	0	0	0	0.435131192207336	0	0	0	0	1.15833449363709	0	0.80091780424118	0	0	0	0	2.27848219871521	0	0	0	0	0	0	0.871215641498566	0	0	0	0	0.460654765367508	0	0	0	0	0	0	0	0	0	1.14775741100311	0	0	0	0	0	0.450024127960205	0	0	0.729396522045136	0	0.453244388103485	0	0	1.18567931652069	0.916783154010773	1.27110302448273	0	0	0	0	0	0	0	0	0	0	0	3.4650764465332	0	0	0	0.640975534915924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55920797586441	1.50434076786041	0	3.05760025978088	1.9000586271286	0	0	0	0	0	0	0	0.747488737106323	0	0	0	0	0	0	0	0	0	0	1	1.10569739341736	1.64568209648132	0.848127782344818	0.370428621768951	0	0	0	0	0	0	0	0	0.375351995229721	1.22575914859772	0	0	0	0	0	0	0	0	0	0	0	0.623881280422211	0	0	0	0	0	0.589841485023499	0	0	2.49398589134216	0	0	0	0	1.13365113735199	0	0	0	0	0	0.872469007968903	0	0	0	0.457855224609375	0	0	0	0	0	0	0.656358242034912	0	1.28449642658234	0	0	0	0	0	0	0.692500948905945	0.578725099563599	0	0
MTFR2	0	0	0	0	0.347734481096268	0	1.59140622615814	0	0.862143695354462	0	0	0	0	0	0	0	3.96162295341492	0	0	0	0	0	0	1.43637871742249	0	0	0.434429913759232	0	0	0	0	0	0	0	0	0.723544538021088	0.688550174236298	0	0.442303121089935	0.679333508014679	1.29949653148651	0	1.08226633071899	1.12596893310547	1.38583266735077	0	0.747557818889618	0	0.413284927606583	0.519431293010712	0	0	0	0	0	0	0.776263177394867	0	0	0.966109156608582	0	0	0	1.10949003696442	0	0	0	2.31666898727417	0	0	0	0	0	2.48038578033447	0	3.07660102844238	1.1919127702713	0	0	0	0	0.871215641498566	0	2.44490909576416	0.769858121871948	2.18845295906067	0.921309530735016	0.859790861606598	0	1.14683496952057	0.839382708072662	13.4012813568115	0	0	0	2.79723286628723	0	0	0	0.872751474380493	0.764327824115753	2.82256436347961	0.450024127960205	0	0	0	0	3.17271065711975	1.56671392917633	0.463108271360397	1.18567931652069	0.916783154010773	1.27110302448273	0	0	0	0	0	2.98977088928223	1.91740441322327	0.962811529636383	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19467151165009	0	0	0	0	1.09343731403351	1.09807324409485	0	0	1.13338625431061	0	0	1.67762386798859	0	5.36792612075806	0	0	0	1.72116780281067	0	2.90075325965881	1.0504914522171	0	14.9175996780396	0.747488737106323	2.4765031337738	1.43667650222778	0	0	0	1.87407767772675	0	0	5.28725862503052	0	0	0	0.548560738563538	0.848127782344818	0.370428621768951	0	0	2.54353857040405	5.32813501358032	0	0	0.67449814081192	0	0.375351995229721	0	0	0	0	4.60993194580078	0	0	0	2.59658193588257	0	0	0	0.623881280422211	0	0.631169497966766	0	0	0.702751994132996	0	1.50133061408997	0.652685105800629	0	0	0	0	2.61261487007141	0	0	0	0	0	0	0	0	0	0.911375761032104	0	2.9415545463562	0.624363005161285	0	0	1.51457822322845	0	0	0	0	0	0	2.28847694396973	0	0	0	0	0	0	1.78723251819611
HLTF	1.31161630153656	0	4.21236324310303	2.00349617004395	1.04320347309113	2.15444040298462	0	0	0	0	2.38142681121826	1.61103737354279	1.17244207859039	0	0	0	0	0	0.877328157424927	0	0	0	0	0	0	0	0	2.27016639709473	1.54861152172089	0	0	1.11007392406464	8.85688209533691	1.11004841327667	0	0	0	1.26507091522217	0	0.679333508014679	1.29949653148651	0	0	2.25193786621094	0	0	0.747557818889618	0	0	2.07772517204285	2.39606904983521	1.68243288993835	0	0.837788343429565	0	0	3.10505270957947	0	0	0	1.08502542972565	6.92323064804077	0	2.21898007392883	2.20817399024963	0	0	0	0.689901292324066	4.00458908081055	0	0	0	0	2.27848219871521	0	0.595956385135651	1.18106138706207	0	0	0	0	0.959498465061188	0	2.30957436561584	0	0.460654765367508	2.57937264442444	1.96294057369232	0	0	2.68025636672974	0.888152539730072	0.31175222992897	0	0.699308216571808	0	0	0	0.872751474380493	2.2929835319519	0	1.80009651184082	0	0	0.729396522045136	0	1.35973310470581	1.56671392917633	0.926216542720795	2.37135863304138	0.916783154010773	3.81330895423889	0	0	0	0	0	0	0	0	0.517183303833008	0	0	0	1.45341801643372	3.14154362678528	0	1.28195106983185	2.33810424804688	0	0	2.91925382614136	0	0.597335755825043	0	1.43595349788666	1.26335799694061	1.8807612657547	2.18687462806702	0.366024404764175	0	0	1.13338625431061	9.53427219390869	1.21471130847931	1.11841595172882	1.50434076786041	1.34198153018951	0.611520051956177	0	0	0.860583901405335	0	0	0	0	2.98352003097534	0.373744368553162	1.9261691570282	0	0.638277173042297	1.54506087303162	0	1.87407767772675	0	0	0	1.7384979724884	0	0	1.09712147712708	0.848127782344818	1.85214304924011	0	0	0	0	0	0.843146085739136	2.02349448204041	0	0.750703990459442	0	0	0	1.88185548782349	0	0	0.663848102092743	1.65703547000885	1.73105466365814	0	2.58156871795654	0.539532482624054	0.623881280422211	1.41468393802643	0.631169497966766	3.66487073898315	0	1.40550398826599	1.179682970047	0.500443518161774	0	0	3.51274228096008	0	2.00413060188293	0	2.26730227470398	1.40448689460754	3.57617735862732	0.58603698015213	0.716831207275391	0	0	5.25029754638672	0	0.911375761032104	0.457855224609375	0	0.624363005161285	0	2.54620838165283	1.51457822322845	2.67719984054565	0.656358242034912	0	1.28449642658234	0.960182130336761	0	0	0	0	2.29074597358704	0.692500948905945	0	1.94570100307465	0
METAP2	0.65580815076828	7.11338090896606	3.51030254364014	2.00349617004395	4.52054834365845	2.15444040298462	5.17207050323486	1.70886158943176	9.48358058929443	5.0385627746582	5.35821008682251	1.61103737354279	3.51732635498047	0	2.03259325027466	2.25078868865967	0	11.4521856307983	5.26396894454956	2.82229065895081	6.54057741165161	0	3.30144262313843	2.87275743484497	2.82327604293823	1.11124348640442	1.30328977108002	0	0	0	0	2.77518463134766	4.42844104766846	0	1.25227129459381	7.95898962020874	2.06565046310425	1.26507091522217	6.19224405288696	8.15200233459473	2.59899306297302	1.7443106174469	0	2.25193786621094	1.38583266735077	0.956170380115509	5.98046255111694	1.91045844554901	3.71956443786621	1.55829381942749	3.59410333633423	0	4.69124221801758	1.67557668685913	8.0903787612915	0	5.43384218215942	4.75200796127319	0	3.86443662643433	4.34010171890259	2.30774354934692	3.48104953765869	3.32847023010254	6.07247877120972	2.28234076499939	3.70989418029785	4.63333797454834	1.37980258464813	9.61101341247559	2.34613156318665	3.00160837173462	6.07880735397339	4.96077156066895	4.55696439743042	3.07660102844238	2.97978186607361	3.54318404197693	3.78131103515625	3.30369067192078	0	2.61364698410034	6.71648931503296	2.44490909576416	0	3.28267931938171	2.30327391624451	2.57937264442444	4.90735149383545	2.29366993904114	3.35753083229065	5.36051273345947	6.21706771850586	5.92329263687134	5.94889545440674	3.49654102325439	2.29551482200623	1.06722092628479	4.85888004302979	0.872751474380493	0.764327824115753	1.88170969486237	4.50024127960205	10.7028150558472	1.47704577445984	0.729396522045136	4.82334232330322	4.53244400024414	1.56671392917633	4.1679744720459	2.96419835090637	4.58391571044922	1.27110302448273	1.89227771759033	1.38876795768738	7.08809328079224	4.75227403640747	2.84196352958679	5.97954177856445	7.66961765289307	2.88843464851379	6.20619964599609	6.29613304138184	5.18000507354736	0	5.0869631767273	0	1.53015005588532	2.5639021396637	3.50715613365173	0	3.76429486274719	4.37888097763062	1.63173472881317	2.98667883872986	2.08823275566101	0.717976748943329	0	2.82114195823669	6.56062364578247	4.02626848220825	2.6872832775116	2.48657250404358	1.13338625431061	1.90685439109802	0	2.23683190345764	3.00868153572083	4.02594470977783	1.22304010391235	3.8001172542572	3.06571483612061	5.16350364685059	0	17.40452003479	1.0504914522171	1.77663040161133	0	5.23242139816284	3.30200433731079	1.43667650222778	5.10621738433838	1.54506087303162	7.41956186294556	0.937038838863373	3.89754986763001	2.89668345451355	3.17235517501831	10.4309873580933	0	3.31709218025208	2.7428035736084	3.39251112937927	4.8155722618103	0	1.68196642398834	1.27176928520203	7.10418033599854	6.33118724822998	1.68629217147827	3.37249064445496	1.63895559310913	3.00281596183777	6.12879610061646	4.33531904220581	0	11.2911329269409	0	1.29567909240723	3.31924033164978	4.14258861541748	5.19316387176514	0	7.74470615386963	2.69766235351563	3.74328780174255	1.41468393802643	0.631169497966766	1.22162353992462	3.36743474006653	4.21651220321655	1.7695244550705	2.00177407264709	2.61074042320251	4.98797178268433	14.0509691238403	1.23637938499451	4.00826120376587	5.22522974014282	2.26730227470398	0.702243447303772	0	5.86036968231201	2.15049362182617	3.58860945701599	5.23481416702271	1.31257438659668	0	5.46825456619263	1.8314208984375	0	3.12181496620178	4.67305564880371	0	4.54373455047607	4.46199989318848	1.96907472610474	5.17654132843018	5.13798570632935	4.80091047286987	4.81233882904053	3.43271541595459	0	1.02125954627991	2.29074597358704	2.77000379562378	5.20852613449097	3.89140200614929	6.25531387329102
EHD4	0	0	0.702060520648956	0	0.347734481096268	1.07722020149231	0	0	0	0	0.595356702804565	0	0	0	0	0.562697172164917	1.98081147670746	0	0	1.4111453294754	0	0	0	0	0	0	0	0	0	0	0	0.555036962032318	0	0	0	0	2.06565046310425	0	0	0	6.49748277664185	0	0	1.12596893310547	0	0	0	9.55229187011719	0.413284927606583	0	0	0	0	0	0	0	0	0.792001307010651	0	0	1.08502542972565	0	0	0	0	0	0	0	0	2.4027533531189	0	0	0	0.826795279979706	0	0	0	0	0	0	0	0	0	1.83368182182312	0	1.09422647953033	0	0	1.96294057369232	0	0	0	0	1.87051343917847	0	0	1.14775741100311	0	0.694125711917877	1.74550294876099	0	0	0	0	1.47704577445984	0	0	0	0	0	0.592839658260346	0	0	0	0	0	0	0	0	0	0	0.517183303833008	0	1.03600096702576	0	2.18012714385986	0	0	1.28195106983185	1.16905212402344	0	1.8821474313736	0	0	0	0	0	0	0.94038063287735	0	0	0	0	0	0	0	0	0	0	0.611520051956177	0	0	0.860583901405335	0	0	0	0	0	0.747488737106323	0.55033403635025	0.718338251113892	0	0	0	1.87407767772675	0	0	0	1.7384979724884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44510626792908	0	0	1.53664398193359	0	0	0	3.46210932731628	2.45934700965881	0	0	0.623881280422211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58603698015213	0	0	0	1.31257438659668	0	0	0	0	0.624363005161285	0	1.27310419082642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLA	0.65580815076828	7.11338090896606	0	0.66783207654953	2.78187584877014	0	0.397851556539536	3.98734378814697	0	3.35904169082642	0	1.61103737354279	2.34488415718079	3.54456448554993	2.03259325027466	1.68809139728546	1.98081147670746	1.63602650165558	3.50931262969971	0	0	0	4.40192365646362	4.30913591384888	1.41163802146912	0.55562174320221	4.34429931640625	0	0	8.27599143981934	0	1.66511082649231	0	4.44019365310669	7.51362800598145	0	0	3.16267728805542	0.884606242179871	0.679333508014679	0	1.7443106174469	1.08226633071899	1.12596893310547	0	0	2.99023127555847	3.82091689109802	2.47970962524414	1.03886258602142	0	3.36486577987671	1.17281055450439	2.5133650302887	0	0	0.776263177394867	2.3760039806366	0	5.79665517807007	2.17005085945129	0	0.870262384414673	4.43796014785767	6.62452220916748	9.12936305999756	11.1296825408936	0	4.13940763473511	1.60183560848236	4.69226312637329	0	0	6.61436223983765	2.27848219871521	1.53830051422119	0	1.18106138706207	2.83598327636719	0	3.11892509460449	4.35607814788818	0	2.44490909576416	2.30957436561584	1.09422647953033	1.84261906147003	0	4.90735149383545	0	0	0	0	0.623504459857941	0.594889521598816	0.699308216571808	0	0	6.24713134765625	2.61825442314148	0.764327824115753	0	0.450024127960205	0	2.95409154891968	2.91758608818054	0	0.453244388103485	3.13342785835266	2.31554126739502	4.74271726608276	0	3.81330895423889	0	1.38876795768738	0.88601166009903	0	0	0.747442722320557	1.91740441322327	0.962811529636383	0.517183303833008	3.14806652069092	6.2160062789917	5.19761466979981	3.63354516029358	0	0	5.12780427932739	1.16905212402344	12.3017234802246	0	2.91925382614136	3.26346945762634	0.597335755825043	1.04411637783051	0	0	2.82114195823669	4.37374925613403	1.4640976190567	0.895761072635651	0	2.26677250862122	0	2.42942261695862	0	0	0	4.89216041564941	0	1.5328574180603	1.72116780281067	0	5.80150651931763	1.0504914522171	1.77663040161133	0	1.86872184276581	3.8523383140564	0	3.1913857460022	1.54506087303162	5.93564939498901	1.87407767772675	0	0.724170863628388	1.0574517250061	0	2	0	0.548560738563538	3.39251112937927	1.85214304924011	15.0303592681885	0	1.27176928520203	0	0	0.843146085739136	0.67449814081192	0	1.50140798091888	12.2575922012329	0	2.84629821777344	0	0	0	1.99154424667358	0.828517735004425	0.865527331829071	2.45934700965881	0	3.23719501495361	3.74328780174255	0	0.631169497966766	0	0	8.43302440643311	1.7695244550705	2.00177407264709	0.652685105800629	0	0	1.23637938499451	1.00206530094147	0	3.40095329284668	1.40448689460754	0	0	5.01781845092773	5.3829140663147	0	3.93772315979004	4.11937522888184	0	0.457855224609375	0	2.49745202064514	0	10.1848335266113	0	4.46199989318848	3.28179121017456	0	1.28449642658234	0	7.21850824356079	0	1.35912382602692	6.1275577545166	2.29074597358704	3.46250462532043	1.73617541790009	1.94570100307465	0
