,9CL_Bc74_Bc01,9CL_Bc74_Bc02,9CL_Bc74_Bc03,9CL_Bc74_Bc04,9CL_Bc74_Bc05,9CL_Bc74_Bc06,9CL_Bc74_Bc07,9CL_Bc74_Bc09,9CL_Bc74_Bc10,9CL_Bc74_Bc11,9CL_Bc74_Bc12,9CL_Bc74_Bc14,9CL_Bc74_Bc16,9CL_Bc74_Bc19,9CL_Bc74_Bc21,9CL_Bc74_Bc22,9CL_Bc74_Bc23,9CL_Bc74_Bc24,9CL_Bc74_Bc25,9CL_Bc74_Bc26,9CL_Bc74_Bc30,9CL_Bc74_Bc32,9CL_Bc75_Bc01,9CL_Bc75_Bc03,9CL_Bc75_Bc04,9CL_Bc75_Bc05,9CL_Bc75_Bc06,9CL_Bc75_Bc07,9CL_Bc75_Bc08,9CL_Bc75_Bc09,9CL_Bc75_Bc11,9CL_Bc75_Bc12,9CL_Bc75_Bc13,9CL_Bc75_Bc14,9CL_Bc75_Bc15,9CL_Bc75_Bc16,9CL_Bc75_Bc17,9CL_Bc75_Bc18,9CL_Bc75_Bc19,9CL_Bc75_Bc20,9CL_Bc75_Bc21,9CL_Bc75_Bc22,9CL_Bc75_Bc24,9CL_Bc75_Bc25,9CL_Bc75_Bc27,9CL_Bc75_Bc28,9CL_Bc75_Bc30,9CL_Bc75_Bc31,9CL_Bc75_Bc32,9CL_Bc76_Bc01,9CL_Bc76_Bc02,9CL_Bc76_Bc03,9CL_Bc76_Bc04,9CL_Bc76_Bc05,9CL_Bc76_Bc06,9CL_Bc76_Bc07,9CL_Bc76_Bc08,9CL_Bc76_Bc09,9CL_Bc76_Bc10,9CL_Bc76_Bc11,9CL_Bc76_Bc12,9CL_Bc76_Bc13,9CL_Bc76_Bc14,9CL_Bc76_Bc16,9CL_Bc76_Bc17,9CL_Bc76_Bc20,9CL_Bc76_Bc21,9CL_Bc76_Bc22,9CL_Bc76_Bc23,9CL_Bc76_Bc24,9CL_Bc76_Bc25,9CL_Bc76_Bc26,9CL_Bc76_Bc27,9CL_Bc76_Bc28,9CL_Bc76_Bc31,9CL_Bc76_Bc32,9CL_Bc77_Bc01,9CL_Bc77_Bc02,9CL_Bc77_Bc03,9CL_Bc77_Bc04,9CL_Bc77_Bc05,9CL_Bc77_Bc09,9CL_Bc77_Bc10,9CL_Bc77_Bc11,9CL_Bc77_Bc12,9CL_Bc77_Bc13,9CL_Bc77_Bc14,9CL_Bc77_Bc15,9CL_Bc77_Bc16,9CL_Bc77_Bc17,9CL_Bc77_Bc20,9CL_Bc77_Bc21,9CL_Bc77_Bc23,9CL_Bc77_Bc24,9CL_Bc77_Bc25,9CL_Bc77_Bc26,9CL_Bc77_Bc28,9CL_Bc77_Bc29,9CL_Bc77_Bc30,9CL_Bc77_Bc31,9CL_Bc77_Bc32,9CL_Bc78_Bc01,9CL_Bc78_Bc02,9CL_Bc78_Bc03,9CL_Bc78_Bc04,9CL_Bc78_Bc05,9CL_Bc78_Bc06,9CL_Bc78_Bc07,9CL_Bc78_Bc09,9CL_Bc78_Bc10,9CL_Bc78_Bc11,9CL_Bc78_Bc12,9CL_Bc78_Bc13,9CL_Bc78_Bc14,9CL_Bc78_Bc15,9CL_Bc78_Bc16,9CL_Bc78_Bc17,9CL_Bc78_Bc18,9CL_Bc78_Bc19,9CL_Bc78_Bc20,9CL_Bc78_Bc21,9CL_Bc78_Bc22,9CL_Bc78_Bc23,9CL_Bc78_Bc24,9CL_Bc78_Bc25,9CL_Bc78_Bc26,9CL_Bc78_Bc27,9CL_Bc78_Bc28,9CL_Bc78_Bc29,9CL_Bc78_Bc30,9CL_Bc78_Bc31,9CL_Bc79_Bc01,9CL_Bc79_Bc02,9CL_Bc79_Bc03,9CL_Bc79_Bc04,9CL_Bc79_Bc05,9CL_Bc79_Bc07,9CL_Bc79_Bc08,9CL_Bc79_Bc09,9CL_Bc79_Bc10,9CL_Bc79_Bc11,9CL_Bc79_Bc12,9CL_Bc79_Bc13,9CL_Bc79_Bc14,9CL_Bc79_Bc15,9CL_Bc79_Bc16,9CL_Bc79_Bc17,9CL_Bc79_Bc18,9CL_Bc79_Bc20,9CL_Bc79_Bc22,9CL_Bc79_Bc23,9CL_Bc79_Bc24,9CL_Bc79_Bc25,9CL_Bc79_Bc26,9CL_Bc79_Bc27,9CL_Bc79_Bc28,9CL_Bc79_Bc30,9CL_Bc79_Bc31,9CL_Bc79_Bc32
H1-2,11.111,35.062,61.994,416.405,107.0,63.383,7.0,15.857,15.721,45.0,3.0,152.643,5.923,27.0,14.0,71.0,8.0,21.183,24.0,170.0,24.981,27.0,3.655,108.0,14.0,19.094,20.0,18.0,110.866,6.727,50.0,39.0,257.0,36.901,17.0,7.0,31.0,12.047,8.0,38.0,159.0,76.247,7.0,53.0,148.998,71.431,27.521,94.989,51.0,166.991,17.0,2.644,35.0,83.0,80.0,25.0,22.659,74.999,99.714,1.0,13.0,47.967,7.0,103.0,31.0,18.0,27.02,69.339,17.0,22.979,27.0,20.319,8.0,38.0,113.996,37.41,2.0,19.0,55.0,60.0,21.0,10.0,110.0,294.041,150.0,212.835,336.0,63.0,79.0,17.0,13.0,8.0,21.995,16.807,152.996,120.0,106.965,45.0,243.889,18.377,58.989,9.962,43.0,28.985,127.813,45.0,16.971,76.0,14.582,44.94,25.0,42.0,162.0,21.0,26.0,107.0,28.134,17.0,14.53,9.0,48.848,22.0,5.0,17.307,54.996,15.0,24.0,1.0,17.089,40.132,9.0,34.836,37.912,30.0,1.0,102.0,441.217,129.0,49.94,80.0,6.0,236.0,30.0,3.0,57.0,19.0,34.0,24.0,8.0,15.0,20.0,1.0,27.0,19.943,14.0,5.0,63.0,5.0,51.0
EIF3H,19.0,21.0,25.0,84.0,47.0,14.792,11.0,10.0,13.0,16.0,12.0,20.0,31.0,15.0,11.0,6.0,23.0,25.0,22.0,34.0,11.0,16.0,17.0,18.0,17.0,16.0,14.0,9.0,18.0,19.0,13.0,36.0,36.0,21.0,8.0,5.0,5.0,20.0,13.0,15.0,24.0,24.0,11.0,26.0,13.0,10.0,19.0,32.0,18.0,22.0,31.0,12.046,15.0,42.0,13.0,28.0,17.0,26.0,25.0,15.0,9.0,28.0,23.0,29.0,14.0,15.0,14.0,8.0,17.0,22.0,27.975,9.944,9.0,9.0,14.0,19.0,8.0,1.0,19.0,24.0,16.0,26.0,22.0,77.0,42.0,37.0,24.0,48.0,18.0,21.0,32.0,4.0,18.0,9.0,56.0,61.994,48.0,36.0,48.0,29.0,29.0,18.0,10.0,18.0,26.0,47.0,42.0,6.0,38.0,32.0,39.0,7.0,35.0,8.0,7.0,42.0,17.0,36.0,14.0,17.0,57.001,8.0,19.217,33.0,12.57,10.0,11.0,20.0,15.0,20.377,12.0,14.0,17.0,22.0,7.598,16.0,63.0,14.0,31.0,42.0,17.0,28.0,13.0,9.0,25.0,18.0,7.0,17.0,4.0,15.0,8.0,6.0,13.0,12.0,31.0,15.0,35.0,11.0,15.0
DHRS2,0.0,0.0,1.0,1.062,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,11.733,0.0,1.055,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048,1.164,0.0,0.0,0.0,0.0,0.0,1.015,0.0,0.0,0.0,0.0,12.0,13.858,76.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.036,0.0,0.0,0.0,0.0,0.0,2.0,1.004,0.0,0.0,9.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.061,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.064,0.0,58.243,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.102,0.0,0.0,6.967,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.934,1.004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SLBP,6.0,8.0,17.0,31.0,17.0,4.0,6.0,5.0,6.0,8.0,1.0,8.0,12.392,5.0,11.0,4.0,10.0,8.0,12.0,18.0,9.0,2.0,6.0,12.0,13.0,16.0,10.0,2.0,12.0,8.0,5.0,9.0,9.0,13.0,4.0,8.0,8.0,5.0,5.0,13.0,2.0,5.0,3.0,5.0,5.0,5.0,8.0,13.0,15.0,6.0,6.0,6.0,5.0,28.016,13.0,11.0,10.0,10.0,7.0,8.0,2.0,5.0,7.0,8.0,8.0,3.0,9.0,12.0,16.0,7.0,15.0,10.0,2.0,3.0,11.0,12.0,1.0,7.0,6.0,14.134,6.0,7.0,10.0,19.0,18.0,12.0,9.0,10.0,15.0,17.0,17.0,3.0,13.0,10.0,17.0,24.911,18.0,28.0,16.0,16.0,22.0,6.0,2.0,6.0,7.0,10.0,21.0,11.0,10.0,10.0,25.0,3.0,8.0,6.0,3.0,19.0,5.0,15.0,3.0,10.0,26.0,7.0,2.0,13.0,4.0,5.0,4.0,9.0,14.0,6.0,5.0,5.0,11.0,9.0,11.0,8.0,9.0,6.0,7.0,16.0,4.0,7.0,8.0,4.0,10.922,5.0,6.0,17.0,0.0,2.0,5.0,1.0,6.0,12.0,9.0,7.0,4.0,7.0,8.0
EIF3CL,0.0,0.0,13.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,15.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.124,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.109,0.0,0.0,0.0,9.365,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.505,0.0,8.672,3.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.937,0.0,23.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDH8,0.0,0.0,0.0,5.937,0.0,1.26,0.0,0.0,0.0,0.0,0.0,2.739,0.0,4.16,0.0,0.0,1.917,0.0,3.941,0.0,0.0,2.062,1.334,0.0,4.432,0.0,0.0,0.0,3.46,0.0,1.57,0.0,4.047,0.0,2.653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.335,0.0,3.062,0.0,4.775,9.858,3.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95,0.0,0.0,0.0,0.0,0.0,0.0,4.878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.688,0.0,1.921,0.0,0.0,0.0,0.0,1.0,4.564,0.0,0.0,6.396,0.0,1.777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185,0.0,0.0,2.731,3.836,0.0,0.0,3.248,3.441,0.0,5.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.531,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.284
SF3B4,4.0,3.0,3.0,29.0,10.0,3.0,5.0,0.0,1.0,8.0,10.0,12.0,11.0,5.0,6.0,5.0,11.0,6.0,11.0,12.0,8.0,3.0,10.0,6.0,7.0,13.0,11.0,1.0,11.0,7.0,10.0,20.0,12.0,11.0,5.0,6.0,5.0,5.0,10.0,8.0,17.0,15.0,2.0,10.0,12.0,6.0,9.0,4.0,8.0,2.0,4.0,5.0,9.0,40.0,4.0,5.0,10.0,13.0,12.0,1.0,6.0,9.0,7.0,8.0,4.0,4.0,8.0,7.0,11.0,2.0,10.0,6.0,7.0,5.0,5.0,8.0,3.0,10.0,5.0,11.0,4.0,10.0,14.0,17.0,27.0,19.0,12.0,18.0,16.0,7.0,5.0,5.0,12.0,2.0,9.0,16.0,7.0,17.0,22.0,5.0,10.0,5.0,1.0,13.0,11.0,11.0,11.0,15.0,11.0,7.0,19.0,7.0,7.0,5.0,4.0,23.0,6.0,7.0,9.0,2.0,4.0,2.0,5.0,3.0,0.0,8.0,8.0,7.0,6.0,10.0,8.0,9.0,6.0,13.0,2.0,5.0,7.0,4.0,10.0,18.0,9.0,8.0,10.0,0.0,7.0,6.0,6.0,3.0,1.0,2.0,1.0,7.0,6.0,7.0,4.0,5.0,6.0,5.0,12.0
GRWD1,1.56,7.0,4.0,2.0,4.0,6.0,3.0,0.0,3.0,2.0,2.0,4.0,0.0,3.0,1.0,3.0,7.0,4.0,6.0,8.0,7.0,3.0,0.0,4.0,6.0,3.0,3.0,0.0,2.0,4.0,2.0,12.0,10.0,7.0,2.0,0.0,3.0,6.676,1.0,0.0,7.0,10.0,5.0,5.0,5.0,3.0,4.0,7.0,1.0,7.0,4.0,1.0,5.0,4.0,2.0,3.0,3.0,5.0,5.008,5.0,0.0,3.0,5.0,2.0,3.0,0.0,2.0,1.0,4.0,7.0,6.0,5.0,3.0,1.0,2.0,3.0,3.0,3.0,0.0,1.0,4.0,2.0,5.0,12.0,5.0,14.0,3.0,5.0,9.0,3.0,2.0,0.0,2.0,10.0,14.0,10.767,7.0,0.0,16.0,4.0,2.0,9.0,4.0,5.0,4.0,1.0,2.0,0.0,10.0,3.0,3.0,3.0,7.0,0.0,4.0,10.0,3.0,3.0,2.0,0.0,5.0,4.0,2.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,3.0,11.0,3.0,6.0,5.0,7.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,0.0,2.0,2.0,4.0,3.0,6.0,3.0,3.0,6.0,6.0,7.0
POLR2G,3.0,12.0,10.0,30.0,11.0,5.0,4.0,4.0,5.0,9.0,8.0,16.0,8.0,0.0,3.0,10.0,3.0,7.0,13.0,17.0,14.0,6.0,12.0,15.0,8.0,16.126,14.0,4.0,20.0,8.0,11.0,23.0,19.0,23.0,2.0,10.0,2.0,9.0,6.0,8.0,13.0,12.0,5.0,6.0,20.0,9.0,3.0,22.0,4.0,9.0,4.0,7.0,15.0,31.0,33.0,9.0,7.0,15.0,15.0,11.0,5.0,13.0,8.0,16.0,8.0,19.0,8.0,12.0,11.0,7.0,8.0,21.0,10.0,11.0,3.0,3.0,1.0,8.0,1.0,12.013,17.0,12.0,15.0,20.0,19.0,4.0,13.0,22.0,11.0,13.0,8.0,7.0,13.0,3.0,25.0,19.0,32.0,5.0,17.0,8.0,8.0,8.0,3.0,7.0,9.0,14.0,21.0,5.0,18.0,10.0,13.0,13.0,5.0,9.0,6.917,26.0,6.0,9.0,6.0,7.0,20.0,5.0,5.0,13.0,2.0,11.0,4.0,3.0,5.0,7.0,8.0,12.043,4.0,14.0,5.0,7.0,22.0,11.0,25.0,14.0,8.0,12.0,10.0,3.0,9.0,14.0,5.0,5.0,8.0,5.0,10.0,5.0,9.0,6.0,3.0,7.0,11.0,5.0,8.0
ATP10B,0.0,0.0,0.0,0.0,2.708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.393,0.0,0.0,0.0,0.0,0.0,0.0,1.684,0.0,0.0,0.0,0.0,0.0,0.0,1.311,0.0,2.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.181,0.0,0.0,0.0,0.0,0.0,4.436,4.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,2.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.064,0.0,0.0
BST2,9.0,14.0,19.0,17.0,11.0,2.0,9.0,8.0,15.0,7.0,10.0,13.0,7.0,7.0,6.0,7.0,13.0,7.0,18.0,20.0,3.0,1.0,4.0,9.0,25.0,17.0,12.0,18.0,12.0,21.0,11.0,9.0,22.0,22.0,3.0,22.0,4.0,9.0,18.0,11.0,6.0,7.0,19.0,10.0,10.0,11.0,6.0,18.509,18.0,5.0,21.0,33.0,5.0,62.0,34.977,11.0,27.0,9.0,17.0,17.0,15.0,16.0,14.0,23.0,17.0,15.0,21.0,17.0,17.0,9.0,16.0,30.928,12.0,12.0,19.0,8.0,8.0,5.0,7.0,15.0,2.0,6.0,16.0,9.0,35.0,12.0,10.0,21.0,17.0,19.0,7.0,5.0,5.0,4.0,26.0,24.915,14.529,16.0,16.0,20.0,9.0,10.0,4.0,9.0,24.0,22.054,12.0,14.0,18.0,9.0,9.0,10.0,11.0,11.0,9.0,29.0,6.0,7.0,5.0,13.0,28.0,3.0,21.0,6.0,2.0,12.0,4.0,14.0,10.0,2.0,1.0,14.0,12.0,24.0,8.0,10.0,22.0,9.0,14.0,22.0,6.0,11.0,9.0,6.0,12.0,12.0,12.0,9.0,13.0,4.0,6.0,11.0,11.0,8.0,14.0,13.0,7.0,11.0,9.0
DKC1,5.0,6.0,24.0,33.0,24.0,4.0,2.0,1.0,7.0,7.0,3.0,6.0,16.0,5.0,14.0,3.0,7.0,14.0,17.803,41.0,14.0,2.0,8.0,9.0,11.0,14.0,13.0,2.0,9.0,12.0,12.157,26.0,12.0,22.0,8.0,0.0,7.0,11.0,7.0,11.0,16.0,15.0,4.0,10.0,9.264,7.0,6.0,7.0,10.0,22.0,13.0,5.0,6.0,36.0,22.0,18.0,18.0,18.0,19.0,3.0,1.0,18.0,7.0,18.0,8.0,5.0,16.0,8.0,12.0,12.0,8.119,20.0,11.0,2.0,9.0,3.0,1.0,6.0,7.0,12.0,8.0,20.0,21.022,40.0,21.0,13.0,32.0,34.0,15.0,17.033,7.0,5.0,11.0,9.0,34.0,30.294,30.0,37.0,42.0,15.0,16.0,8.0,4.0,11.0,20.0,19.0,22.0,1.0,14.0,13.502,18.0,5.0,10.0,5.0,8.0,15.0,9.0,11.0,15.021,11.0,19.0,12.0,11.0,9.0,3.0,12.0,10.0,6.0,7.0,10.0,8.0,16.0,7.0,14.0,9.0,5.0,31.0,7.0,10.0,26.0,5.0,16.0,14.0,6.0,5.0,14.0,8.0,6.0,1.0,4.0,5.0,3.0,19.0,8.0,5.0,7.0,16.0,16.0,8.0
BMX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYB5D2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
NCBP2,4.0,3.0,6.999,13.0,8.001,3.0,1.0,7.0,1.0,8.0,4.0,5.0,7.0,3.0,1.0,2.0,8.0,1.0,6.0,10.0,5.0,4.0,1.004,4.0,10.0,2.0,5.0,7.0,8.0,6.0,1.0,5.0,12.0,7.0,5.0,2.0,3.0,2.0,5.0,5.0,5.0,13.109,6.0,13.0,4.0,3.0,6.0,6.0,5.0,2.0,3.0,2.0,4.0,17.0,6.0,6.0,3.0,13.0,4.0,2.0,2.0,5.0,2.0,4.0,5.0,8.0,10.0,3.0,6.0,4.0,6.0,6.0,9.001,2.0,4.0,5.0,0.0,4.0,4.0,7.0,1.0,12.0,10.0,12.0,13.0,13.0,4.0,7.0,4.0,3.0,0.0,0.0,15.0,9.0,12.969,14.0,10.815,10.0,15.0,8.0,4.196,4.0,4.0,0.0,5.0,8.0,5.0,7.0,6.0,1.0,5.0,2.0,1.0,2.124,0.0,14.0,3.0,12.0,9.0,11.0,5.0,1.0,7.0,6.0,0.0,4.0,3.0,3.0,2.0,6.0,3.0,1.0,1.0,5.0,7.0,1.0,10.096,2.0,10.0,4.0,5.0,4.0,4.0,1.0,3.0,1.0,1.0,5.0,1.0,0.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0
HNRNPL,0.0,2.5,0.0,6.649,2.0,0.0,1.0,1.5,0.5,0.5,0.0,1.0,2.0,1.5,1.5,0.0,0.0,3.0,2.5,1.0,0.5,0.5,1.0,2.5,0.0,0.5,1.5,0.0,1.5,2.996,1.0,4.0,2.5,2.374,1.0,3.5,1.0,1.0,2.0,0.5,2.0,0.741,1.0,0.0,2.5,0.0,2.5,1.0,1.0,2.0,1.0,0.502,0.5,7.608,3.0,4.0,2.315,1.0,1.5,1.0,0.5,6.044,0.509,4.261,1.0,0.5,4.435,0.0,2.394,1.5,0.5,3.0,2.0,0.0,0.5,1.326,0.0,0.0,0.0,3.5,2.0,0.5,3.0,3.22,8.202,2.5,3.0,2.0,0.5,6.0,0.5,0.5,0.5,0.5,6.0,8.0,3.5,5.0,6.5,4.498,3.151,1.852,0.5,0.0,1.5,3.5,3.5,1.0,3.0,2.0,2.0,3.5,1.0,1.359,1.5,5.417,2.5,1.0,1.0,1.5,1.622,2.0,1.5,1.0,0.0,2.0,1.5,0.0,1.0,1.5,2.0,0.5,2.0,3.0,1.0,2.5,5.974,2.5,0.0,1.5,1.5,2.5,2.0,1.0,1.0,3.5,2.0,0.0,0.0,0.0,0.5,1.0,2.5,0.0,1.0,0.0,3.0,1.5,1.517
TMEM217,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.721,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HLTF,4.0,3.0,3.0,7.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,2.0,3.0,3.0,8.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,0.0,5.0,4.0,3.0,3.0,2.001,4.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,11.0,4.0,4.0,4.0,4.0,7.0,7.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,5.0,0.0,4.0,0.0,5.0,1.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,4.0,6.0,4.889,3.0,4.0,1.0,4.0,1.0,2.001,1.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,3.0,0.0,3.0,2.0,1.471,0.0,3.0,0.0,1.0,1.0,1.0,3.0,0.0,4.0,6.802,2.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0
